Empresa,Area,Ubicacion,Descripcion
Surcos del Valle,Agricultura / Pesca / Ganaderia,"Godoy Cruz, Mendoza",Empresa mendocina vinculada a la agroindustria
Agroalimentos San Marcos,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","Emprendimiento modelo de produccion porcina, ubicado a 5 km de la ciudad de Bell Ville, provinica de Cordoba, Argentina, sobre la autopista Rosario / Cordoba."
CBSe,Agricultura / Pesca / Ganaderia,"Wilde, Buenos Aires-GBA",Empresa lider en el mercado de yerba mate compuesta y saborizada.
Compania la legua,Agricultura / Pesca / Ganaderia,"Balvanera, Capital Federal",empresa ganadera de ciclo completo con venta de reproductores macho y hembra
Tractores Ezeiza srl,Agricultura / Pesca / Ganaderia,"Tristan Suarez, Buenos Aires-GBA",venta de tractores
Catter Meat sa,Agricultura / Pesca / Ganaderia,"Monte Grande, Buenos Aires-GBA",
Aceites Mendoza,Agricultura / Pesca / Ganaderia,"Mendoza, Mendoza",Empresa dedicada a la produccion de aceite de uva
Techner,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","TECHNER es una empresa joven y versatil dedicada al diseno, desarrollo e implantacion de soluciones tecnologicas innovadoras. Tiene como objetivo primordial brindar servicios tecnologicos con excelencia para facilitar la toma de decisiones a sus clientes, es por ello que los productos y servicios son disenados considerando las necesidades de los mismos."
Distribuidora Pellegrini,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba",Repuestos de Maquinaria Agricola
Estanar,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal",Productora de productos primarios
CHACRASERVICIOS SRL,Agricultura / Pesca / Ganaderia,"Florida, Buenos Aires-GBA",Chacraservicios SRL es una empresa agricola en expansion.
Compania la legua,Agricultura / Pesca / Ganaderia,"Balvanera, Capital Federal",empresa ganadera de ciclo completo con venta de reproductores macho y hembra
Tractores Ezeiza srl,Agricultura / Pesca / Ganaderia,"Tristan Suarez, Buenos Aires-GBA",venta de tractores
Parago SA,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Importante Empresa Agropecuaria, con campos en el oeste de Buenos Aires y Cordoba"
Agro Cavendishs SA,Agricultura / Pesca / Ganaderia,"Villa Maria, Cordoba",.
Lartirigoyen y cia sa,Agricultura / Pesca / Ganaderia,"Catrilo, La Pampa","Lartirigoyen y Cia. es una empresa joven, con una trayectoria de poco mas de 20 anos, que paulatinamente y en base al cumplimiento de los compromisos y el respeto de la palabra dada como valores esenciales, se ha ido convirtiendo en un jugador de peso dentro de la industria agropecuaria, especialmente en las zonas Centro y Oeste de la Provincia de Buenos Aires y Este y Norte de La Pampa Intervenimos en el acopio y acondicionamiento de productos agricolas tradicionales (soja, girasol aceitero, girasol rayado, girasol confitero, girasol oleico, maiz, trigo, sorgo, centeno, avena, cebada, etc) y en su comercializacion, haciendo de nexo entre los productores y el sector industrial o exportador. O exportando en forma directa."
La Dormida,Agricultura / Pesca / Ganaderia,Capital Federal,Importante empresa dedicada a la produccion ganadera en la provincia de Buenos Aires.
CBSe,Agricultura / Pesca / Ganaderia,"Wilde, Buenos Aires-GBA",Empresa lider en el mercado de yerba mate compuesta y saborizada.
Techner,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","TECHNER es una empresa joven y versatil dedicada al diseno, desarrollo e implantacion de soluciones tecnologicas innovadoras. Tiene como objetivo primordial brindar servicios tecnologicos con excelencia para facilitar la toma de decisiones a sus clientes, es por ello que los productos y servicios son disenados considerando las necesidades de los mismos."
alianza semillas,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe",Empresa nacional de insumos agropecuarios.
Estacion Experimental Agroindustrial Obispo Colombres,Agricultura / Pesca / Ganaderia,"San Miguel de Tucuman, Tucuman","La Estacion Experimental Agroindustrial Obispo Colombres es un ente autarquico del area del Ministerio de Desarrollo Productivo del Gobierno de Tucuman, cuya mision ha sido, desde su creacion en 1909, apuntalar tecnologicamente el temprano liderazgo agroproductivo de la provincia."
CHS de Argentina,Agricultura / Pesca / Ganaderia,"San Isidro, Buenos Aires-GBA","CHS es una cooperativa del agronegocio y energia, de origen norte-americana, fundada en 1929 y que desarrolla asociaciones comerciales con mas de 625 mil productores."
CIFSA,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires","Compania Industrial Frutihorticola S.A. es una empresa familiar creada en el ano 1988 para abastecer el mercado Argentino y de exportacion, con frutillas frescas y otros berries. A traves de los anos la compania incremento la produccion e incorpora el congelado, desarrollando asi el perfil actual de una empresa agro industrial productora y exportadora de frutas frescas y congeladas."
CADEWOR,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba","Importante estudio contable radicado en la ciudad de Cordoba, dedicada a la prestar servicio de auditoria , contables, impositivos y laborales. de 1 a 10 empleados."
Tinaren,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal",Somos una empresa que integra el sector agropecuario argentino por mas de 80 anos.
Bodega Argento,Agricultura / Pesca / Ganaderia,"Maipu, Mendoza",Nuestros vinos estan presentes en los 5 continentes y con presencia en mas de 50 paises.
frigorifico arianya srl,Agricultura / Pesca / Ganaderia,"La Tablada, Buenos Aires-GBA",Quienes Somos
AGRO G,Agricultura / Pesca / Ganaderia,"Tigre, Buenos Aires-GBA",Empresa del rubro agropecuario.
Vitesacampos,Agricultura / Pesca / Ganaderia,"Los Toldos, Buenos Aires",Empresa agropecuaria con importante area dedicada a la implantacion de cultivos anuales. Opera integrado con maquinaria propia. Brinda asesoramiento tambien a actividad agropecuaria en el exterior entrenando a sus cuadros de recursos humano.
Tinaren,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal",Somos una empresa que integra el sector agropecuario argentino por mas de 80 anos.
CHS de Argentina,Agricultura / Pesca / Ganaderia,"San Isidro, Buenos Aires-GBA","CHS es una cooperativa del agronegocio y energia, de origen norte-americana, fundada en 1929 y que desarrolla asociaciones comerciales con mas de 625 mil productores."
CADEWOR,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba","Importante estudio contable radicado en la ciudad de Cordoba, dedicada a la prestar servicio de auditoria , contables, impositivos y laborales. de 1 a 10 empleados."
frigorifico arianya srl,Agricultura / Pesca / Ganaderia,"La Tablada, Buenos Aires-GBA",Quienes Somos
AGRO G,Agricultura / Pesca / Ganaderia,"Tigre, Buenos Aires-GBA",Empresa del rubro agropecuario.
Yermen,Agricultura / Pesca / Ganaderia,"Concordia, Entre Rios",La empresa se encuentra abocada a la produccion intensiva de arandanos para exportacion. Ademas se ha iniciado la plantacion de nueces Pecam y se esta en proceso de expansion.
POWER AGRO SA,Agricultura / Pesca / Ganaderia,"Corrientes, Corrientes","Somos una empresa con mas de 25 anos en el mercado nacional, distribuyendo y comercializando mejoradores de agua, fertilizantes, fungicidas y desengrasantes para la pulverizacion agricola."
LA AMISTAD BIOHUERTA,Agricultura / Pesca / Ganaderia,"Nunez, Capital Federal",Empresa productora de Fruti-horticultura organica certificada que produce en campo propio en el partido de Lujan Pcia. de buenos aires y comercializa en CABA y GBA
K&T,Agricultura / Pesca / Ganaderia,"Leandro N. Alem, Misiones",Empresa Productora y Elaboradora de Te de la Provincia de Misiones (Leandro N Alem y San Vicente). Exportador. Fraccionamiento de Saquitos y Hebras.
Estancias Picun Leufu y Junin de los Andes,Agricultura / Pesca / Ganaderia,"Plottier, Neuquen",Empresa Metalurgica y Agricola Ganadera
Carnes El Gringo,Agricultura / Pesca / Ganaderia,"Las Heras, Mendoza","La empresa se dedica a la venta de carne de novillo al publico. Actualmente tenemos 4 sucursales distribuidas en Las Heras, Guaymallen y Godoy Cruz, encontrandonos en la primera etapa ya que estamos desde setiembre de 2017 y tenemos intensiones de crecer mucho en este 2018. Apuntamos a la excelencia por lo cual necesitamos personal con experiencia y ganas de crecer en la empresa."
Internacional de Equipos Cientificos S.A.,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","IECSA es una empresa espanola de ingenieria nacida en 1992, especializada en el desarrollo de proyectos integrales en las areas de Sanidad, Educacion y Agroindustria."
NIETOS DE ANTONIO BALDINO,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires","Grupo economico familiar dedicada a la Pesca en Alta mar mediante Barcos pesqueros, tanto fresqueros como congeladores, ubicada en la ciudad de Mar del Plata."
OMAR CAMPO,Agricultura / Pesca / Ganaderia,"San Luis, San Luis",PRODUCTOR AGROPECUARIO- CRIADOR DE GANADO VACUNO- FEED LOT- RECRIA DE HACIENDA- SIEMBRA Y COSECHA DE CEREALES- MANEJO DE TRACTORES EN IMPLEMENTOS AGRICOLAS - RASTRAS A DISCOS- MIXER-
Agro Patagonico S.A,Agricultura / Pesca / Ganaderia,"Avellaneda, Buenos Aires-GBA",Empresa dedicada a la produccion y comercializacion de productos alimenticios para el mercado interno y externo.
LOS REMANSOS SA,Agricultura / Pesca / Ganaderia,"Salta, Salta","Los Remansos SA es una empresa familiar agricola que, desde 1997, trabaja en la provincia de Salta. Nuestra mision es generar productos y servicios de calidad, maximizando los rendimientos de las distintas unidades de negocio, generando constantes re inversiones, manteniendo en el nivel mas alto en la tecnologia cada uno de nuestros procesos."
LOS TANOS AGROSERVICIOS,Agricultura / Pesca / Ganaderia,"Venado Tuerto, Santa Fe",EMPRESA DEDICADA A BRINDAR AGRO-SERVICIOS.
El buen gusto,Agricultura / Pesca / Ganaderia,"Almagro, Capital Federal","Rotiseria, venta al publico de comidas elaboradas y spiedo."
Pauny,Agricultura / Pesca / Ganaderia,"Maipu, Mendoza","Una empresa argentina lider en el rubro metalmecanico, reconocida por la produccion de una completa gama de tractores de mediana y alta potencia, y de una solida maquinaria vial. La fuerza que elige la mayoria para dar soluciones concretas al crecimiento y al desarrollo de tareas productivas -tanto agropecuarias como viales- en el pais."
Grupo Polo Sur,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires",GRUPO POLO SUR es una empresa pesquera argentina con flota y plantas de procesado propias que exporta sus productos a todo el mundo hace mas de 20 anos.
Lihue Tue S.A.,Agricultura / Pesca / Ganaderia,"Pergamino, Buenos Aires","Lihue Tue es una empresa que se dedica a la compra, clasificacion y distribucion al mercado internacional, de legumbres secas y cereales, como Porotos, Garbanzos, Arveja, Chia, etc. Contamos con una planta propia para realizar todo el proceso de embolse y clasificacion, y luego distribuimos a varios paises del mundo en volumenes mayoristas."
AgroF,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe",Empresa Agropecuaria.
El Yunque,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba","El yunque es una empresa que se dedica a la ganaderia con una trayectoria de mas de 10 anos, ubicados en zona de Villa Maria, decidimos diversificar y abrir una carniceria"
Cerest Tolvas,Agricultura / Pesca / Ganaderia,"Tandil, Buenos Aires",Ceres Tolvas es una organizacion constituida sobre la base de Unidades Estrategicas de Negocios (UEN o Agronomias) que conforman una amplia red comercial y de servicios que tiene como objetivo asistir permanentemente al productor.
FUTURO VERDE SRL,Agricultura / Pesca / Ganaderia,"Rio Cuarto, Cordoba","SERVICIOS FORESTALES PARA LA EXTRACCION DE MADERA (INCLUYE TALA DE ARBOLES, ACARREO Y TRANSPORTE EN EL INTERIOR DEL BOSQUE, SERVICIOS REALIZADOS POR TERCEROS, ETC.)"
VISTA ALEGRE SRL,Agricultura / Pesca / Ganaderia,"Vista Alegre, Neuquen","EMPRESA AGRICOLA UBICADA EN LA PROVINCIA DE NEUQUEN, LOCALIDAD DE VISTA ALEGRE, DEDICADA A LA PRODUCCION Y EXPORTACION DE CEREZAS DE PRIMERA CALIDAD."
Vina Las Araucarias,Agricultura / Pesca / Ganaderia,---,"Vina Las Araucarias es una vina organica certificada, boutique y familiar."
GRAFER SRL,Agricultura / Pesca / Ganaderia,"Villa Trinidad, Santa Fe",Somos una empresa con mas de 25 anos de trayectoria en el Agro. Somos una propuesta integral de soluciones para el productor agropecuario.
Rigran,Agricultura / Pesca / Ganaderia,"San Justo, Santa Fe","Rigran es una empresa que brinda servicios al productor agropecuario y les proveemos los insumos necesarios para sus cosechas. Radicados en la ciudad de San Justo, SF, tenemos sucursales en Malabrigo, Bandera y Reconquista (esta ultima solo para ganaderia)."
Argall,Agricultura / Pesca / Ganaderia,"Avellaneda, Buenos Aires-GBA","Frigorifico que se dedica a la exportacion de menudencias a ser librillo, centro de entrana, mondongo, corazon y todo otra menudencia proveniente de la faena bovina"
Harvex SRL,Agricultura / Pesca / Ganaderia,"Mendiolaza, Cordoba","Somos una empresa joven y dinamica dedicada a la comercializacion internacional de Agroalimentos, enfocados en entender el timming del mercado en las diferentes commodities, y las necesidades diversas de nuestros clientes en el mundo."
Protoil S.A.,Agricultura / Pesca / Ganaderia,"Chacarita, Capital Federal","Agroindustria Argentina con sede administrativa en la Ciudad Autonoma de Buenos Aires y planta industrial en Manuel Ocampo, Pergamino, Provincia de Buenos Aires."
Food Partners Patagonia S.A,Agricultura / Pesca / Ganaderia,"Pto. Madryn, Chubut","Empresa que se dedica a la captura y procesamiento de pescados y mariscos, con planta ubicada en Puerto Mandryn - Chubut y Puerto San Julian - Santa Cruz"
Frigorifico ALP,Agricultura / Pesca / Ganaderia,"Quilmes, Buenos Aires-GBA",Frigorifico ALP
Los Tigres,Agricultura / Pesca / Ganaderia,"Gral. San Martin, Chaco","EMPRESA RURAL DEDICADA A LA CRIA DE GANADO BOVINO PARA SU COMERCIALIZACION Y VENTA EN REMATES/FERIAS, ES UNA EMPRESA NUEVA CON MUCHAS GANAS DE CRECER."
AVI GURI SRL,Agricultura / Pesca / Ganaderia,"San Andres de Giles, Buenos Aires","Somos una empresa que se dedica a la produccion y comercializacion de Pollos Parrilleros. Estamos radicados en la ciudad de San Andres de Giles, provincia de Buenos Aires."
Agro Malargue SA,Agricultura / Pesca / Ganaderia,"Maipu, Mendoza","La empresa tiene como actividad principal cultivo de hortalizas frescas y cultivo de vid para vinificar, tambien cuenta con cultivo de aceitunas. La comercializacion de sus productos principalmente es en el mercado interno."
AGROINVERT S.A.,Agricultura / Pesca / Ganaderia,"San Andres de Giles, Buenos Aires","Somos una empresa dedicada exclusivamente al engorde a corral de hacienda vacuna (feed-lot), con mas de 15 anos de experiencia en el sector, brindando a nuestros clientes, un servicio de hoteleria de alta calidad."
ANTA DEL DORADO SA,Agricultura / Pesca / Ganaderia,"Salta, Salta","La empresa Anta del Dorado S.A. se dedica desde hace mas de 50 anos a la produccion agropecuaria en la provincia de Salta. Produce maiz, porotos, soja, sesamo y en ganaderia se realiza cria, recria, engorde a campo y a corral. Cabana de Brangus colorado."
LA SUPERIOR,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba",Actividad principal : Actividad(es):
Garcia Vidal S.A.,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","Empresa agropecuaria y gastronomica. Actividades de agricultura, ganaderia bovina, porcina, lanar y caprina. Ventas de carnes provenientes de animales propios."
MAYSSA,Agricultura / Pesca / Ganaderia,"Salta, Salta",Empresa dedicada a la venta de Maquinaria Agrigola.
PGE S.A.,Agricultura / Pesca / Ganaderia,"San Jose, Entre Rios","P.G.E. (Procesadora Ganadera Entrerriana Sociedad Anonima) es un frigorifico vacuno ubicado en la ciudad de San Jose provincia de Entre Rios (Argentina), en una zona de buena provision de hacienda a 310 Km del puerto de Buenos Aires."
Agronima,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba","Somos una empresa que conecta productores agropecuarios para satisfacer las necesidades de compra y venta de semillas, cereales y subproductos."
Grupo Sancor Seguros,Agricultura / Pesca / Ganaderia,Capital Federal,---
"""Carnes Rizzo""",Agricultura / Pesca / Ganaderia,"Guaymallen, Mendoza",---
Parrilla Don Hugo,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Businesssea,Agricultura / Pesca / Ganaderia,Extranjero,---
Malia S.R.L.,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Valle Verde,Agricultura / Pesca / Ganaderia,Extranjero,---
Tierra Brava,Agricultura / Pesca / Ganaderia,"25 de Mayo, Buenos Aires",---
FABY faby,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Intertek,Agricultura / Pesca / Ganaderia,Extranjero,---
Renova,Agricultura / Pesca / Ganaderia,"Granadero Baigorria, Santa Fe",---
Mantenimiento Lagos,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal","Trabajamos desde hace anos en el mantenimiento, construccion e impermeabilizacion de lagos, lagunas y humedales. nuestros clientes son barrios cerrados (mantenimiento) y estudios de diseno o particulares (para construccion)."
LAGUNA DEL DOCE,Agricultura / Pesca / Ganaderia,"Palermo, Capital Federal","Empresa Familiar dedicada a la Produccion y Comercializacion de Productos Agropecuarios (Carne, Soja, Maiz, Trigo, Cebada y Girasol), con campos en la Provincia de Buenos Aires."
Norevo,Agricultura / Pesca / Ganaderia,"Agronomia, Capital Federal","Compania dedicada a la comercializacion de miel a granel. Radicada en zona sur, avellaneda."
Tradding Group,Agricultura / Pesca / Ganaderia,"San Miguel de Tucuman, Tucuman","Somos un grupo de empresas orientadas a facilitar insumos y servicios agricolas desde hace mas de 9 anos, con 4 sucursales instaladas estrategicamente en provincias del Noa tenemos una amplia red de puntos de ventas. Nos orientamos a la calidad y satisfaccion del cliente sobre todas las cosas."
Neuss Agropecuaria S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,Explotacion agropecuaria en la provincia de Buenos Aires.
Damian Roch & Asociados,Agricultura / Pesca / Ganaderia,Capital Federal,Nuestra empresa es una consultora de Gestion de Empresas orientada a satisfacer las necesidades de nuestros clientes y acompanarlos en su crecimiento.
Egeo S.A.C.I. y A.,Agricultura / Pesca / Ganaderia,Capital Federal,Importante empresa agropecuaria con muchos anos de trayectoria en el sector.
Pioneer Argentina S.R.L.,Agricultura / Pesca / Ganaderia,Buenos Aires,"Pioneer es una empresa que se dedica a producir y comercializar semillas, principalmente de maiz hibrido. Tiene su base de operaciones en la ciudad de Salto, su estacion Experimental en Pergamino y su sede administrativa en Martinez. Esta cumpliendo 30 anos en Argentina y desde 1930 es pionera en el rubro en Estados Unidos."
Agro Distribuidora,Agricultura / Pesca / Ganaderia,Capital Federal,Comercializacion y distribucion de insumos para el agro.
Jesus Maria Carnes,Agricultura / Pesca / Ganaderia,"Jesus Maria, Cordoba",Comercializacion minorista y mayorista de carnes
JhoAnit s.r.l.,Agricultura / Pesca / Ganaderia,"Sacanta, Cordoba","La empresa JhoAnit s.r.l. trasciende de tres generaciones, dedicadas desde hace muchos anos a la agricultura en un bajo margen y a la ganaderia y produccion de leche. Hoy la empresa trabaja exclusivamente a la produccion de leche y desde hace 15 anos a la elaboracion de la misma. El objetivo es crecer innovando tecnologia en los tambos, en las herramientas, en el sector fabril, y evolucionar geneticamente en las vacas de tambo"
Chas Consulting SRL,Agricultura / Pesca / Ganaderia,Capital Federal,Cabana. Comercializacion de carnes. Mayorista-M inorista
Pistacuy sa,Agricultura / Pesca / Ganaderia,Capital Federal,Nos abocamos a la produccion de uvas en fresco y pasas de unva en la Prov. de San Juan
Portal Veterinaria.com,Agricultura / Pesca / Ganaderia,Buenos Aires,Portal Veterinaria.com es el sitio web lider para veterinarios de habla hispana. Esta en linea desde 1997 y estamos ingresando en una nueva etapa de gran crecimiento.
Frigorifico El Virrey,Agricultura / Pesca / Ganaderia,"Munro, Buenos Aires",Frigorifico dedicado a la venta mayorista de carne vacuna68
Consultora Battilana,Agricultura / Pesca / Ganaderia,"Catamarca, Capital Federal",Consultora de RRHH
Frini,Agricultura / Pesca / Ganaderia,"Catamarca, Capital Federal","ALARMA Y CONTROL DE TEMPERATURA CAT 3.1 El CAT 3.1 le enviara un SMS a su celular si es que la temperatura de su galpon de pollos se excedio, o su camara frigorifica esta por hacer que se arruine toda su produccion. Es una herramienta ideal para controlar los procesos que necesitan limites entre una temperatura de alta y otra de baja, como criaderos de animales, invernaderos, camaras de frio y otros procesos industriales. El CAT 3.1 dara alarmas en tres situaciones: al bajar o subir la temperatura por fuera de los limites que se hayan definido o cuando exista un corte en el suministro electrico.La alarma enviara un SMS a varios celulares o hara sonar una sirena. El Modelo Avicola cuenta con tres salidas programables diferentes de ventilacion, otra de calefaccion o extractores y otra de refrigeracion. La humedad de refrigeracion, los extractores y la ventilacion de mantenimiento puede cambiarse de 0 a 10 minutos para cada ciclo. Ante un corte de electricidad el CAT 3.1 seguira funcionando a traves de una bateria incorporada. !Un equipo de altas prestaciones a bajo precio!"
Grupo Kabour,Agricultura / Pesca / Ganaderia,Misiones,Empresa dedicada a la elaboracion y exportacion de Yerba Mate con mas de 40 anos de experiencia en el rubro. Actualmente radicada en la localidad de Andresito desde el 2007.
Frigomar,Agricultura / Pesca / Ganaderia,Capital Federal,Frigorifico de pescados y mariscos de primer nivel
Marmicoc,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa dedicada al rubro industrial y agropecuario en crecimiento.
Campo del Tesoro SA,Agricultura / Pesca / Ganaderia,"Garin, Buenos Aires","Empresa fundada en el ano 2002, dedicada a la elaboracion de productos carnicos."
Explotaciones De Las Siete Corrientes,Agricultura / Pesca / Ganaderia,"Tabay, Corrientes",Somos una empresa dedicada a la explotacion ganadera y agricola
Alejandro Nievas,Agricultura / Pesca / Ganaderia,"Rio Ceballos, Cordoba",Importante carniceria en programa de expansion.
Estancia Don Julio,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa agricola ganadera.
Los Verdes,Agricultura / Pesca / Ganaderia,"Trelew, Chubut","Empresa agricola ganadera, que tiene actividades comerciales asociadas."
Nuevos Verdes,Agricultura / Pesca / Ganaderia,Buenos Aires,Produccion y Comercializacion de panes de cesped.
Crops Investments S.A.,Agricultura / Pesca / Ganaderia,Cordoba,"Es un establecimiento dedicado a la cria y engorde de ganado porcino, con un proyecto de expancion que lo lleva a duplicar su actual produccion."
Compania Procesadora de Carnes,Agricultura / Pesca / Ganaderia,"25 de Mayo, Buenos Aires",Frigorifico.
Friolim S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,Importante Empresa Frigorifica de la Zona de Mataderos
Portal Veterinaria.com,Agricultura / Pesca / Ganaderia,Buenos Aires,Portal Veterinaria.com es el sitio web lider para veterinarios de habla hispana. Esta en linea desde 1997 y estamos ingresando en una nueva etapa de gran crecimiento.
GG Traiding,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe",Empresa con gran trayectoria en el rubro de cereales.
Frigorifico El Virrey,Agricultura / Pesca / Ganaderia,"Munro, Buenos Aires",Frigorifico dedicado a la venta mayorista de carne vacuna68
innovacion y desarrollo agropecuario SA,Agricultura / Pesca / Ganaderia,Capital Federal,"Empresa focalizada en transformar la Agricultura de Precision en Agricultura de Decision, cocreamos valor con decisiones en red. Somos una empresa que viene incorporando tecnologia en la toma de decisiones de empresas agropecuarias, enlantando procesos y gestionando informacion. Ver video de promocion. http://www.youtube.com/watch?v=P7Oq-7z8I4s"
Generar Negocios Veterinarios,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","Somos una empresa que comercializa productos veterinarios, espeialmente para grandes animales. Estamos ubicados en la ciudad de Rosario, y atendemos a clientes de todo el pais. Tenemos muy buenas condiciones, cotizaciones en el dia. Tambien reprsentamos a laboratorios veterinarios Argentinos en el exterior."
SPS Argentina S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,"SPS comenzo sus actividades a inicios de la decada del 70 con la investigacion,desarrollo y comercializacion de sorgo hibrido. Hacia fines de la decada introduce en el mercado los primeros hibridos de girasol de periocarpio negro y alto contenido de aceite generando un cambio tecnologico historico en el cultivo de girasol en Argentina. En la decada del 80 fue pionero en el desarrollo de maices precoces con germoplasma de origen frances y en la decada del 90 incursiono en los cultivos de alfalfa y soja. Actualmente SPS focaliza su actividad en la investigacion y desarrollo de mejores hibridos y variedades en los cultivos de: Maiz,girasol,alfalfa,soja y sorgo. La labor de investigacion en Argentina se encuentra localizada en el campo experimental de Pergamino (pcia de Bs.As) ,siendo esta complementada por una vasta serie de ensayos en diferentes zonas productivas. SPS cuenta con el respaldo de una importante red de desarrollo tecnologico con ramificaciones en europa y en EEUU, lo que nos permite desarrollar eventos biotecnologicos a escala mundial y acelerar los tiempos de investigacion por medio de contraestacion en el hemisferio norte. La planta de procesamiento de semillas localizada en Venado Tuerto (Pcia. de Santa Fe) cuenta con las mas alta tecnologia disponible en el mercado para el acondicionamiento, clasificacion, tratamiento y embolsado de los diferentes tipos de semillas. Finalmente una red comercial integrada por agentes profesionales localizados en las distintas regiones del pais, atiende a mas de 300 comercios Vendedores Reconocidos que canalizan nuestra propuesta de valor hacia los productores agropecuarios. SPS cuenta ademas con representantes comerciales en Uruguay,Chile y Bolivia. Las oficinas centrales estan en Martinez ,Buenos Aires. SPS significa servicio de produccion de semillas."
Minerales Sur Entrerriano SRL,Agricultura / Pesca / Ganaderia,"Aldea San Antonio G, Entre Rios",Empresa lider en fabricacion y ventas de suplementos nutricionales para ganaderia. Lider en ventas de blockes multinutricionales en el norte del pais.
Hathor S.A.,Agricultura / Pesca / Ganaderia,Santa Fe,Es una empresa Agricola y de produccion y exportacion de POP CORN
Arva plastia,Agricultura / Pesca / Ganaderia,Buenos Aires,Arvaplastica es una empresa joven dedicada a la Extriusion de canos de polietileno con el objetivo de la fabricacion de todo tipo de canos por extrusion.
Fundacion Naturaleza Viva,Agricultura / Pesca / Ganaderia,Buenos Aires,Somos una entidad ecologista ambientalista. Disponemos de un camping-recreo con pileta de natacion.
Equidiet Company SA,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires","Empresa Lider en nutricion animal equina, con mas de 15 anos de trayectoria y proveedor de los principales equipos de polo y haras de la Argentina, exporta a mas de 25 paises. Produccion propia y stock permanente."
Los Ranqueles SRL,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa familiar dedicada a la produccion agropecuaria
RR agronomia,Agricultura / Pesca / Ganaderia,"Coronel Pringles, Buenos Aires",AGRONOMIA DEDICADA A LA VENTA DE INSUMOS AGROPECUARIOS(Semillas/Fertilizantes /Agoquimicos)
Pistacuy sa,Agricultura / Pesca / Ganaderia,Capital Federal,Nos abocamos a la produccion de uvas en fresco y pasas de unva en la Prov. de San Juan
Pryor SA,Agricultura / Pesca / Ganaderia,Capital Federal,"Desde 1920 Pryor SA opera como consignataria de hacienda realizando operaciones en el Mercado de Liniers, ventas directas e invernada y cria."
SolNoa,Agricultura / Pesca / Ganaderia,Salta,Empresa dedicada a la produccion frutihorticola.
Consultora Battilana,Agricultura / Pesca / Ganaderia,"Catamarca, Capital Federal",Consultora de RRHH
Advalex SA,Agricultura / Pesca / Ganaderia,Buenos Aires,Nuestra empresa se dedica a la comercializacion de fertilizantes para distribuidores
Central de Granos,Agricultura / Pesca / Ganaderia,Capital Federal,Comercializacion de cereales y oleaginosas Corretaje de Cereales
Gangoni Hnos. S.A.,Agricultura / Pesca / Ganaderia,"Lobos, Buenos Aires",Concesionario oficial John Deere
Grupo Agroventas s.a.,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires",Venta por mayor y menor de insumos agropecuarios productos veterinarios y nutricion animal
Garfin Agro,Agricultura / Pesca / Ganaderia,Buenos Aires,Importante Empresa Agropecuaria/ Agroindustrial.
Monte Quieto S.A.,Agricultura / Pesca / Ganaderia,"Lujan De Cuyo, Mendoza","Bodega Vinos de Alta Gama, con presencia Nacional e internacional, produccion y elaboracion propia. Empresa familiar fundada en 2001, con venedos propios en Agrelo, Ugarteche y Vista Flores."
Milita sa,Agricultura / Pesca / Ganaderia,"Marcos Paz, Buenos Aires",Industria lactea elavoradora de quesos y ricota con 20 anos de trabajo en el rubro . Tenemos como objetivo una mejora consante en la calidad de los productos y la profecionalizacion de los puestos de trabajo.
