Empresa,Area,Ubicacion,Descripcion
FRUTIBONI,Agricultura / Pesca / Ganaderia,"Samborondon, Guayas","EXPORTACION DE BANANO LA FRUTA QUE EXPORTAMOS EN ORIGEN COMO DESTINO TENGA UN ALTO NIVEL DE CALIDAD CON OPERACIONES SEGURAS Y CONFIABLES, NUESTROS COLABORADORES Y ASOCIADOS DE NEGOCIOS SIENTAN VALOR AGREGADO EN SU CALIDAD DE VIDA"
AQUAMAR S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","AQUAMAR S.A., es una empresa dedicada al cultivo, procesamiento, y comercializacion de especies bioacuaticas, comprometida al mejoramiento continuo en las buenas practicas de acuicultura."
SARAHI,Agricultura / Pesca / Ganaderia,"El Guabo, El Oro","EMPRESA DEDICADA A LA PRODUCCION, PROCESAMIENTO Y COMERCIALIZACION DE CACAO EN LA PROVINCIA DE EL ORO, CANTON EL GUABO. PERTENECIENTE A GRUPO PALACIOS MARQUEZ ""PALMAR"""
Hakkavi,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Hakkavi se Dedica a la Elaboracion de pulpas y concentrados , ademas actividades de cultivo de cultivos de frutas tropicales tales como: guanabana, guayaba, mango,"
Olimar S.A,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Olimar S.A., es una empresa fundada en el ano 1994 y que fue remodelada totalmente a partir del ano 1998 y se encuentra ubicada en Manta-Ecuador, mayor puerto receptor de atun del Pacifico Oriental."
Dazak Trading Company S. A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Exportadora de Banano
Crustaceos & Peces del Mar,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","La empresa es una procesadora de productos del mar. Se necesita un profesional en alimentos para que bajo su tutela se procese una variedad de agregado final ( anillos, nugget, bolas, etc, a la materia prima de pescado, camaron, calamar, pulpo y otros. La empresa es nueva en formacion., cuenta en la actualidad con tunel de congelacion -40 , capacidad 5 Tn, camara de mantenimiento -25, capacidad 60 tn."
CEPROMAR S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",EMPACADORA Y EXPORTADORA DE PESCADO
CANANVALLE,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Empresa Floricola con mas de 20 anos de experiencia en el sector. La empresa cuenta con una extension de 30 ha y produce y exporta mas de 20 millones de tallos por ano, a varios destinos a nivel mundial principalmente: USA, EUROPA, AUSTRALIA, RUSIA, CHINA"
La Sexta / Agricola Entrerios,Agricultura / Pesca / Ganaderia,"Santo Domingo, Santo Domingo de los Tsachilas","Somos una Empresa que dedica al cultivo, extraccion, comercializacion y refinamiento del aceite de palma, enfocados al desarrollo sostenible del productor, el entorno, de quienes colaboran con nosotros asi como de la sociedad en general."
ROMAVERDE S.A,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Es una empresa Floricola dedicada al cutivo de rosas para clientes exclusivos a nivel mundial . Con una gran trayectoria y reconocimientos con dos Certificaciones que avalan su calidad
GRUPO SIERRA FERTIL,Agricultura / Pesca / Ganaderia,"Salcedo, Cotopaxi","Grupo Sierra Fertil dedicado a la crianza y comercializacion de cubeta de huevos, gallinas, pollo en pie, pollo faneando, ganado, leche, ademas se produce balanceado y se vende la materia prima, para el mismo."
ECUALANDFARMS SA,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Nuestra empresa se dedica al cultivo y comercializacion de productos agricolas, siendo una de las pioneras en la negociacion y comercializacion de flores para exportacion en diferentes paises"
HILSEA INVESTMENTS LIMITED,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Grupo floricola importante en el pais y con representacion y diversos paises, conformado por varias unidades de negocios y con talento humano altamente calificado y con calidad humana."
AGRO INDUSTRIAL VARGAS VELASQUEZ CIA. LTDA,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","EMPRESA NACIONAL AVICOLA, DEDICADA A LA COMERCIALIZACION DE PRODUCTOS ALIMENTICIOS (CARNICOS) Y LA VENTA DE MATERIA PRIMA Y BALANCEADOS PARA EL SECTOR AVICOLA"
Fumipalma S.A.,Agricultura / Pesca / Ganaderia,"Machala, El Oro","BRINDAR SOLUCIONES INTEGRALES FITOSANITARIAS Y NUTRICION VEGETAL, UTILIZANDO PRODUCTOS GARANTIZADOS, CON ASESORIA TECNIA ESPECIALIZADA Y AEROATOMIZACION CON TECNOLOGIA DE PUNTA, BUSCANDO LA SATISFACCION DE NUESTROS CLIENTES"
Empacreci s.a.,Agricultura / Pesca / Ganaderia,"Duran, Guayas",Empacreci S.A. fue creada para el proceso y exportacion de camaron de acuacultura en el ecuador.
ALMANTI,Agricultura / Pesca / Ganaderia,"Cayambe, Pichincha","Somos comercializadores de flores vendemos al por mayor y menor tanto nacional como internacional, tenemos varios tipos de flor astromellias, calas rosas ruscus contamos con mas de 60 empleados."
Finca Santa Martha,Agricultura / Pesca / Ganaderia,"El Carmen, Manabi","Somos un AGROEMPRENDIMIENTO manabita que demuestra que la agricultura de menor escala es una gran oportunidad para alcanzar la independencia laboral, financiera y personal."
FINCA LOS NONNOS S.A.,Agricultura / Pesca / Ganaderia,"Manta, Manabi","La mision de la empresa es Brindar excelencia en servicio, generando y ofreciendo productos alimenticios de las mas alta calidad, a traves de procesos tecnificados con desarrollo sostenible y crecimiento rentable, cumpliendo con las normativas sanitarias y medio ambientales."
FINCA LOS NONNOS S.A.,Agricultura / Pesca / Ganaderia,"Manta, Manabi","La mision de la empresa es Brindar excelencia en servicio, generando y ofreciendo productos alimenticios de las mas alta calidad, a traves de procesos tecnificados con desarrollo sostenible y crecimiento rentable, cumpliendo con las normativas sanitarias y medio ambientales."
SEMIDOR S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Somos una Agroimportadora, Comercializadora de Insumos Agricolas, distribuidores de varias casas internacionales, nuestros principales productos en el mercado son:"
Importadora Vladimiro Jacome,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Somos una empresa creada por socios nacionales y extranjeros, con el proposito de realizar negocios de importacion y exportacion en el area de la agrucultura y acuacultura. Tiene un ano en el mercado y poco a poco establece su posicion entre los sectores."
ARAUJOBAN S.A,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","EMPRESA DEDICADA A LA VENTA AL POR MAYOR Y MENOR DE FRUTAS DE CALIDAD , EXPERIENCIA DE 10 ANOS LOCALIZADA EN GUAYAS, Y TRABAJADORES EN 1 A 10 , BUEN AMBIENTE LABORAL"
Eddie Pesantez B.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Dedicados a Produccion y venta de productos agropecuarios.
AgroScan,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","AgroScan es una empresa que se dedicada a la investigacion y desarrollo en el sector agricola, a traves de la agricultura de precision, la captura de imagenes multiespectrales con drones, el procesamiento en nube y la presentacion de resultados al cliente por medio de nuestra plataforma web. Ofrecemos un servicio de punta a punta que va desde el levantamiento de fotografia multiespectral, procesamiento, analisis y diagnostico en la plataforma web, hasta soluciones de fumigacion con Drones."
BellaRosa,Agricultura / Pesca / Ganaderia,"Pedro Moncayo, Pichincha",BellaRosa es una empresa dedicada a producir y comercializar a nivel internacional rosas naturales frescas cortadas de calidad Premium. Nuestros procesos estan orientados a garantizar este tipo de calidad de nuestro producto mediante la utilizacion de metodos de produccion respetuosos con el ser humano y la naturaleza.
Naranjo Roses,Agricultura / Pesca / Ganaderia,"Latacunga, Cotopaxi","Ubicada a mas de 2.700 metros de altura sobre el nivel del mar, en el centro del pais, provincia del Cotopaxi, NARANJO ROSES produce mas de 65 innovadoras variedades de rosas con mas de 1 millon 600 mil plantas sembradas en 27 hectareas de superficie, lo que nos convierte en una de las empresas lideres en la floricultura del Ecuador."
Promarisco S.A,Agricultura / Pesca / Ganaderia,"Duran, Guayas","Promarisco S.A, es una empresa de tipo agroindustrial dedicada a la produccion, procesamiento y exportacion de camaron con altos estandares de calidad"
Visagro Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Somos una Compania que comercializa insumos agropecuarios para la
GlobalAgro,Agricultura / Pesca / Ganaderia,"General Antonio Elizalde, Guayas",Venta al por Mayor y Menor de Productos Agropecuarios
FRIGOLANDIA S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",EMPACADORA DE PESCADO Y CAMARON
camaronera coodaesvir,Agricultura / Pesca / Ganaderia,"Arenillas, El Oro","La Cooperativa maneja 670 hectareas de camaronera en espejo de agua, en produccion"
AGRINAG S.A,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Agrinag tiene 40 hectares de produccion de rosas localizadas a una altitud de 2.852m sobre el nivel del mar en las faldas del volcan Cotopaxi , Ecuador. Contamos con mas de 120 variedades de rosas capaces de satisfacer hasta el mas exigente de los clientes en cualquier mercado mundial."
PROEXPO S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",PROCESADORA Y EXPORTADORA DE CAMARON
Mundo Azul Ecuador AAA,Agricultura / Pesca / Ganaderia,"Milagro, Guayas","Es una Consultoria Agricola y de Servicios Empresariales, en campo para los mejores manejos de los cultivos con una moderna, natural, limpia y rentable tecnologia en la produccion de Bananos, Cacao, Mango de Exportacion entre otros, con el debido paquete tecnico organico que esta al alcance de todos los productores."
Expoflor,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Somos una Empresa Agroexportadora que producimos , cultivamos y exportamos nuestros productos de calidad hacia el mercado Internacional, conservando y practicando las normas vigentes en la ley y cuidamos el medio ambiente."
LIRIS,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",ALIMENTOS BALANCEADOS
NANABAN S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",EMPRESA DEDICADA A LA EXPORTACION DE FRUTAS PRINCIPALMENTE BANANO
CAMASIG S.A,Agricultura / Pesca / Ganaderia,"Samborondon, Guayas","Actividad de Acuacultura en todas sus Fases, contamos con una infraestructura ubicada estrategicamente en sitios de alto rendimiento . Nuestra produccion de camaron incluye responsabilidad ambiental y social, seguridad alimentaria, bienestar animal, legalidad y trazabilidad. No usamos antibioticos ni hormonas de crecimiento."
Exportquilsa,Agricultura / Pesca / Ganaderia,"Duran, Guayas","Exportquilsa y productores Asociados S.A. cuenta con personal altamente calificado y capacitado para realizar sus operaciones, el objetivo es la exportacion de productos marinos como el camaron."
EXCELFRUT S. A.,Agricultura / Pesca / Ganaderia,"Machala, El Oro",Es una empresa dedicada a la prestacion de servicios de verificacion de fruta en fincas bananeras que cuenta con personal capacitado para las evaluaciones.
CEAEXPORT S.A,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Empresa especializada en empacar, procesar y exportar camaron a nivel internacional."
Sierra Plantas,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Produccion, venta, distribucion y comercializacion al por mayor de flores."
Agrota,Agricultura / Pesca / Ganaderia,"Cuenca, Azuay","Somos una empresa dedicada a proporcionar soluciones innovadoras, contribuyendo a todos los actores de la cadena productiva del sector agropecuario ecuatoriano, mediante programas, productos y servicios de la mas alta calidad, preocupada por quienes formamos parte de la organizacion, entregando una rentabilidad a nuestros accionistas."
CBC Fruit S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Empresa fundada en el ano 2015 la cual se dedica a la exportacion de banano.
Monterosas,Agricultura / Pesca / Ganaderia,"Pedro Moncayo, Pichincha",Empresa ecuatoriana productora y comercializadora de rosas de la mas alta calidad con presencia en mercados internacionales y diez anos de solida presencia.
XAG Ecuador Megadrone S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Somos distribuidores autorizados del equipo XAG (XAIRCRAFT) en el Ecuador y Sudamerica, nos dedicamos a la comercializacion y distribucion de drones de alta tecnologia para la fumigacion agricola con una precision, eficiencia e inteligencia de gran capacidad. Tambien brindamos servicio de fumigacion, capacitacion permanente y soporte tecnico."
Agroarriba S.A.,Agricultura / Pesca / Ganaderia,"Duran, Guayas",Exportadora de Cacao
Universal de Comercio Unideco S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Universal de Comercio Unideco S.A., es una empresa dedicada a la importacion de maquinaria agricola, construccion, ambiental, discapacitados y petrolera."
Univfood,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Empresa Agroindustrial
Supesca S.A,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Camaronera 120 Has. La actividad principal de la empresa consiste en la explotacion de criaderos de camarones.
EcuadorUnique Collection,Agricultura / Pesca / Ganaderia,Pichincha,Empresa Floricola
Dicarnes Agu&Cab S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Dicarnes Agu&ca. S.A., es una empresa dedicada a la comercializacion de Carnes de Res, y a la Venta de Producto de Consumo Masivo en locales propios."
Biosoluciones Agricolas BSA S.A .,Agricultura / Pesca / Ganaderia,Pichincha,"Empresa dedicada a la produccion de abonos organicos con calidad agricola bajo procesos de agricultura limpia, contribuyendo de esta forma a obtener productos de calidad en pro de la salud y seguridad alimentaria de la poblacion en general abriendo mas puntos de venta que puedan satisfacer las necesidades de los agricultores."
Sociedad Ecuatoriana de Biotecnologia (SEBIOCA) C.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Empresa Agroindustrial nos dedicamos a la produccion de semillas de banano y teca certificada, contamos con los mejores estandares de calidad ISO."
Bionatural S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Empresa Bananera
Republicneg,Agricultura / Pesca / Ganaderia,"Samborondon, Guayas",Republicneg S.A. es una empresa que se dedica a la produccion de banano para su comercializacion.
Phillips Seafood of Ecuador C.A.,Agricultura / Pesca / Ganaderia,Guayas,Empacadora de Mariscos
Prodalimensa,Agricultura / Pesca / Ganaderia,"Samborondon, Guayas","PRODALIMENSA S.A, es una empresa importadora, distribuidora de fertilizantes agricolas y tiene por mision satisfacer las necesidades de sus clientes, utilizando un concepto integral en sus productos, que incluye alta calidad a precios competitivos, contribuyendo activamente al desarrollo tecnificado del sector agropecuario e industrial del pais. De esta manera garantizamos una relacion comercial a largo plazo."
Jardineria Rancho Alegre,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Venta al por Mayor y Menor de planta, Instalamos Riego y Areas verdes para jardines, Ventas de Accesorios para riego, Alquilamos maquinas liviana agricola, Expertos en eradicacion de plagas, Fumigacion express, podamos grandes arboles, Disenamos areas de verdes y riego, vendemos tierra procesada Rancho Alegre al por mayor y menor, etc."
Rpsabonosecologicos,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Empresa dedicada a la produccion y venta directa de flores, abonos, frutas. al por mayor."
Josarflor S.A.,Agricultura / Pesca / Ganaderia,"Cayambe, Pichincha",Empresa dedicada a la produccion y exportacion de rosas de alta calidad. La compania cuenta con 8 anos en el mercado y 18hct en produccion.
Veraflowers Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Veraflowers Farms es una empresa Ecuatoriana productora, comercializadora y exportadora de flores, al momento especializada en Hypericum de la reconocida serie Flair (r). Nuestra Mision Producir flores de excelente calidad, que ayuden a nuestro consumidor a expresar sus sentimientos de la forma mas simple y a la vez mas bella. Nuestro Sueno Crecer cada dia mas para poder ampliar fuentes de trabajo en nuestro pais, y ser reconocidos por la mejor calidad de producto y servicio en todo el mundo. Te invitamos a contactarnos y ser nuestro socio comercial, a desarrollar una relacion a largo plazo que permita dar a nuestros clientes continuamente un excelente producto con el que ellos expresen lo que sienten y se sientan satisfechos."
Agropecuaria Velbamal,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","La empresa se dedica a la comercializacion de ganado en pie, cuyo objetivo es proveer ganado de alta calidad Brahman. Esta ubicada en el sector de la Provincia de Los Rios."
Disnave,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Distribuidora de medicina veterinaria en la sierra del Ecuador, con 10 anos en el mercado."
Dimune S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Importacion y comercializacion de insumos pecuarios y acuicolas.
QSRAgro,Agricultura / Pesca / Ganaderia,"Portoviejo, Manabi","Empresa ya establecida en el pais hace 2 anos, en el ambito de la seguridad ambiental, investigacion, produccion y ventas todo lo referente al agro. Tiene sus operaciones en Mabani, pero sus oficinas principales estan el Venezuela."
MEGAFlipper,Agricultura / Pesca / Ganaderia,"Montecristi, Manabi","Distribuidora Flipper es una empresa que procesa pescado, su objetivo es convertirse en una de las tiendas de mariscos mas reconocidad en el pais."
Universitarios.info,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Somos una empresa familiar con el objetivo de implementar una granja educativa, como medio ludico y de esparcimiento para la poblacion guayaquilena."
Industria de Lacteos FEDAC,Agricultura / Pesca / Ganaderia,Pichincha,"Industria de Lacteos FEDAC es una empresa ecuatoriana con 30 anos en el mercado que elabora productos derivados de la leche, 100% naturales, producidos con los maximos estandares de calidad y sanidad para ser parte de la dieta diaria de la familia ecuatoriana."
Agrocosta Group Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Grupo Empresarial con sede en Costa Rica dedicado a la distribucion de insumos agricolas y comercializacion de productos e insumos para el agro, asi como en su division agricola en maquinarias y equipo caminero."
Agrotropical,Agricultura / Pesca / Ganaderia,"Quevedo, Los Rios",Produccion de cacao y teca.
Febres Cordero,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Comercializadora de Agroquimicos
Agropromo S.A.,Agricultura / Pesca / Ganaderia,"Samborondon, Guayas",Empresa dedicada a la exportacion de banano
Aquafarm s.a.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Somos una compania dedicada a la distribucion de productos para la Aquacultura y Remediacion Ambiental
Agricola Santiago Javier Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Empresa dedicada a la produccion y comercializacion de Frambuesa.
Agroexportadora S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Organizacion dedicada a la produccion, acopio, comercio y exportacion de cacao ecuatoriano."
Agrovida,Agricultura / Pesca / Ganaderia,Pichincha,"Empresa con mas de 10 anos en el mercado ecuatoriano, dedicada al cultivo, industrializacion y comercializacion de hortalizas y frutas, con clientes como supermercados, hoteles y caterings."
Provinsa,Agricultura / Pesca / Ganaderia,Pichincha,"Provinsa es una empresa de ganaderos para ganaderos que es ditribuidor de Molinos Champion para el valle de Machachi, vendemos alimento balanceado para animales de todas las especies. Tenemos la representacion de Agrousoles-Mexico y FOGAMEX, empresas mexicanas con las cuales importamos genetica especialmente de ovinos. Tambien vendemos productos veterinarios argentinos. Damos asesoria tecnica en las especies: ovinos, caprinos y bovinos en todas sus areas como alimentacion, nutricion, manejo y sanidad."
Arteagro S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Arteagro es una empresa que se dedica a la importacion y distribucion de productos para la agricultura
Alimentacion Industrial,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Somos una empresa que se dedica a la entrega de alimentaciona a nivel de empresas institucionales llamadas catering, ya que hemos visto la necesidad e suplir la Alimentacion de muchos Sectores Industriales"
Expoflores - Programa Asociatividad,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Gremio productor y exportador de flores se encuentra ejecutando un proyecto para formacion de redes empresariales con el proposito de mejorar la competitividad del sector.
Cartilacorp,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Empresa dedicada al cultivo de tilapia y camaron. Grupo Empresarial, con varios ambitos de negocio. Venta de Mariscos al detal. Distribucion de licores."
Company Seafoot S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Empresa dedicada a la cria y venta de larvas de camaron
Agroinsumafe S.A.,Agricultura / Pesca / Ganaderia,Pichincha,Empresa dedicada a la comercializacion de insumos agropecuarios para la floricultura
Monsanto,Agricultura / Pesca / Ganaderia,Morona-Santiago,Monsanto es una compania mundial dedicada a la Agricultura
Crear Comunicacion,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Crear Comunicacion. Productora de medios especializada en el sector agropecuario con 15 anos de experiencia. Nuestros servicios: * Relaciones Publicas * Diseno de paginas web * Manejo de publicidad * Desarollo de eventos
Grupo FDM,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Flower growers and distributors.
Ingenio La Troncal,Agricultura / Pesca / Ganaderia,"La Troncal, Canar","Nos dedicamos a la elaboracion-comercializacion de azucar, alcohol,melaza y a la produccion de energia limpia. Producimos las marcas: LA TRONCAL Y LA TRONCAL SOCIO SOLIDARIO. Creados en 1965 somos actualmente el mas grande del austro ecuatoriano."
Gondi SA,Agricultura / Pesca / Ganaderia,"Montecristi, Manabi","GONDI S.A. es una empresa Exportadora de Pesca Fresca,Atun y Sardinas de Ecuador. Las Instalaciones y oficinas de GONDI S.A., se localizan en la ciudad de Montecristi, provincia de Manabi, en el Km. 5  1/2  via Manta-Montecristi, Ecuador. La planta de procesamiento se encuentra estrategicamente localizado en el primer puerto pesquero de Ecuador a solo 10 minutos del aeropuerto Eloy Alfaro de la ciudad de Manta y a tres horas del aeropuerto Jose Joaquin de Olmedo de la ciudad de Guayaquil. Nuestros principales mercados son: ESTADOS UNIDOS, EUROPA Y JAPON."
Florana Farms S.A.,Agricultura / Pesca / Ganaderia,Pichincha,"Grupo floricola agroexportador, en constante proceso de expansion y desarrollo de nuevos mercados, especialemnte a nivel de Asia, Oriente y Europa."
Global Ends S.A,Agricultura / Pesca / Ganaderia,Guayas,"Fabricante Espanol de componentes para la industria conservera, con amplia presencia comercial en America Latina."
Lavetec Cia Ltda.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Laboratorios Veterinarios del Ecuador empresa destinada a la produccion, distribucion, maquila de productos farmaceuticos y biologicos de uso veterinario."
Otisgraf S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Productora bananera
Reybanpac,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Corporacion Agroindustrial
Agricola Ganadera Valle Bucay,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Empresa Ganadera y productora
Nutrisalminsa,Agricultura / Pesca / Ganaderia,"Ambato, Tungurahua","Fabricamos y distribuimos a nivel nacional mezclas de minerales y vitaminas para animales de granja, importamos y distribuimos aditivos para balanceados, lacto reemplazantes para terneros y cerdos"
Nature Farming SA,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Empresa dedicada a la exportacion de frutas organicas
Merisistemas S.A.,Agricultura / Pesca / Ganaderia,Pichincha,Uno de los laboratorios lideres en el area de biotecnologia en reproduccion in vitro. Principalmente para el area bananera y floricola.
Corporacion Noboa,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Grupo Corporativo dedicado a la produccion y exportacion de Banano de primera calidad a puertos internacionales de Europa,Estados Unidos y America del Sur"
INDAGRO Cia. Ltda,Agricultura / Pesca / Ganaderia,"Cuenca, Azuay",Empresa dedicada a la elaboracion y comercializacion de productos agropecuarios.
Incubadora Anhalzer,Agricultura / Pesca / Ganaderia,Pichincha,Importante empresa avicola.
Distribuidora de Insumos y Semillas Insusemillas Cia. Ltda,Agricultura / Pesca / Ganaderia,Pichincha,"Insusemillas Cia. Ltda. es una empresa de capital ecuatoriano. Inicio sus operaciones en septiembre de 1997. Importa directamente fertilizantes Foliares de Espana, Semillas de Holanda y sustratos, para el sector agricola del Pais."
kirios Organic,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Nuestra empresa esta orientado a un sistema de produccion de alimentos, de manera sana respetando el ambiente y protegiendo la salud del ser humano. Por tal motivo producimos y distribimos ALFA7 Es un fertilizante biotransformador de la materia organiza. Biofertilizante para los cultivos. Potencializador del desarrollo vegetal. Mejoramiento de la calidad y peso del fruto. ALFA7 es compatible con todos los Agroquimicos: insecticidas, fungicidas, herbicidas y fertilizantes foliares, excepto con aquellos de pH acido."
Grupo Esmeralda Ecuador,Agricultura / Pesca / Ganaderia,Pichincha,"Estamos en la busqueda de Trabajadora Social con el siguiente perfil: Sexo:Femenino Edad: Hasta 45 anos Educacion: Licenciada en Trabajo Social Experiencia: Minima 1 anos en cargos similares realizando labores sociales, visitas domiciliarias, tramites en el IESS, levantando informes socioeconomicos, manejo de la cartelera. Competencias: manejo de conflictos, comunicacion asertiva, Funcion general: Es el responsable de identificar necesidades sociales que inciden en el proceso salud-enfermedad,ademas de identificar las redes familiares y sociales de los trabajadores."
Hacienda Rio Negro,Agricultura / Pesca / Ganaderia,El Oro,"Productor de banano para exportacion en la provincia de El Oro, Ecuador. Hacienda con 191 hectareas de banano. Contacto: Oficina: Calle Colon y Bolivar, frente al parque central, Parroquia Buenavista, Canton Pasaje, Provincia El Oro, Ecuador. Mayor informacion en: www.don-hes.com email: ********@don-hes.com o a los telefonos: 593.7.294.1059 y al telefono celular 095.339.629"
Terragarden,Agricultura / Pesca / Ganaderia,Pichincha,"Consultoria, fiscalizacion, proyecto de jardineria y paisajismo"
Huesca S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Importante empresa Productora Bananera, con mas de 20 anos de experiencia en el ramo, siendo un pilar fundamental para el desarrollo economico del sector. Contamos con certificacion Global GAP."
Propemar S.A.,Agricultura / Pesca / Ganaderia,"Manta, Manabi",Empresa procesadora de productos del mar. Pesca fresca
Fundacion Heifer Ecuador,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","La Fundacion Heifer Ecuador es una organizacion no gubernamental de desarrollo rural basada en valores, vinculada a Heifer Project International, cuya mision es trabajar con las comunidades para poner fin al hambre, la pobreza y cuidar la tierra. La vision de Heifer Project International es un mundo de comunidades que conviven en paz y comparten equitativamente los recursos de un planeta saludable."
Phillips Seafoods Of Ecuador,Agricultura / Pesca / Ganaderia,Guayas,Exportadora de Mariscos
Denmar S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Somos una empresa floricola ubicada en Tabacundo.
Dagyca,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Compra, engorde, faenamiento y venta de carne en frigorifico propio. Lugar Provincia del Guayas Canton Playas. Recien se inicia el frigorifico"
Limbomar S.A.,Agricultura / Pesca / Ganaderia,"Duran, Guayas",Venta al por mayor y menor de productos del mar
Raduga Flowers,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Empresa floricola con mas de 10 anos en el mercado, que se encuentra en el sector de Tabacundo dedicada a la produccion de rosas para el mercado ruso."
Rosamont,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Produccion de flores
Biocentinela S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","BioCentinela is a pioneer in the production and exportation of certified organic white shrimp (litopenaeus vannamei) obtaining the first certification for organic larvae production in the world. The company was founded in 1989, starting operations with a small hatchery that was strategically located in Punta Centinela. The shrimp farms were put into production in 1995. Both, the hatchery and farms began their activities as conventional production. The transition to organic started in 1999 and the process was completed in 2002. BioCentinela was created in 2003 by the merging of the hatchery, LARVITANA S.A., and the shrimp farms, ZANIN S.A. The company's headquarters are located in Guayaquil; the hatchery operates in San Pablo, two hours by car from Guayaquil; and the farms are located in Isla Puna, 3 hours by boat from Guayaquil. Vision ""To lead the commercialization of organic aquaculture products by promoting and developing our production system and partnering with small and medium farmers, regenerating and conserving the environment, promoting development and fair treatment for all those involved in our processes."" Mission ""BioCentinela's mission is to market premium-branded organic aquaculture products utilizing an environmentally-safe production process while engaging in new technology development and maintaining high standards of client service."""
Fruttimania,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Exportador de productor organicos.
Ecrusholding,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Comercializadora de flores compra y venta de flores internacionales
Elanco,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Elanco es una multinacional dedicada a la elaboracion y comercializacion de productos veterinarios a nivel mundial.
Exotic Land,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Produccion y exportacion
