Empresa,Area,Ubicacion,Descripcion
JC AGROINSUMOS,Agricultura / Pesca / Ganaderia,"Culiacan, Sinaloa",INGENIERO AGRONOMO ESPECIALIZADO EN EL RAMO AGRICOLA CON UNA AMPLIA EXPERIENCIA EN CAMPO EN LAS VENTAS Y DESARROLLO DE INSUMOS DE NUTRICION Y CONTROL DE PLAGAS Y ENFERMEDADES.
Mahindra Mexico,Agricultura / Pesca / Ganaderia,"Aguascalientes, Aguascalientes","Mahindra Mexico, pertenece a la empresa Mahindra & Mahindra originaria de la india. Su corporativo se encuentra ubicado en la ciudad de Houston, Texas. Mahindra Mexico se dedica a la venta de Tractores Agricolas y vehiculos utilitarios XTVS."
AGRICOLA SELVA SA DE CV,Agricultura / Pesca / Ganaderia,"Hermosillo, Sonora","EMPRESA AGRICOLA DEDICADA AL CULTIVO DE HORTALIZAS, UBICADA EN LA VICTORIA..............................................................................................................."
AGL,Agricultura / Pesca / Ganaderia,"Delicias, Chihuahua","En 1968 nace Agricola Ganadera Los Lujan: AGL. Con un hato de 40 vacas traidas de Canada a la ciudad de Delicias, Chihuahua. Un lugar con clima seco pero con importantes mantos acuiferos subterraneos que favorecen el cultivo de forrajes y la crianza de grandes hatos de ganado."
AGROPORCINA LA CANDELARIA SPR DE RL DE CV,Agricultura / Pesca / Ganaderia,"Merida, Yucatan",Empresa dedicada a la produccion y venta de ganado porcino( cerdos) para abastecimiento del mercado local.
AVI-INC,Agricultura / Pesca / Ganaderia,"Guadalajara, Extranjero",Empresa Avicola.
PASSA AGROSERVICIOS,Agricultura / Pesca / Ganaderia,"Zapopan, Jalisco",
GRUPO AGROPECUARIO GUARANI,Agricultura / Pesca / Ganaderia,"Merida, Yucatan",EMPRESA QUE SE DEDICA AL CRECIMIENTO Y VENTA DE GANADO Y VENTA DE PACAS
berrymex,Agricultura / Pesca / Ganaderia,"Zamora, Michoacan","SIEMBRA Y COSECHA DE BERRIES, EMPRESA TRANSNACIONAL, VENTA EXCLUSIVA PARA DRISCOLL'S, CON MAS DE 1600 EMPLEADOS, NUMERO UNO DE EMPLEADOR EN LA ZONA...."
"Agroveterinaria Mayte, SA de CV",Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco",Empresa dedicada al servicio y compra-venta de productos del area Agroveterinaria en general
AGRICOLA Y GANADERA PACHECO SA DE CV,Agricultura / Pesca / Ganaderia,"Navolato, Sinaloa",EMPRESA DEDICADA A LA SIEMBRA CULTIVO Y COSECHA DE HORTALIZAS FRESCAS (TOMATE ROMA Y PEPINO AMERICANO) CON COMERCIALIZACION EN TERRITORIO NACIONAL Y EXPORTACION HACIA LOS ESTADOS UNIDOS DE AMERICA DEL NORTE.
FedMVZ,Agricultura / Pesca / Ganaderia,"Miguel Hidalgo, Ciudad de Mexico DF",Somos una federacion de Conegios y Asociaciones de la medicina Veterinaria con presencia NAcional que trabajamos en conjunto de programas a nivel Nacional con secretarias gubernamentales
MARSEL S DE RL,Agricultura / Pesca / Ganaderia,"La Paz, Baja California Sur","SOMOS UNA EMPRESA MEXICANA PRODUCTORA, IMPORTADORA Y EXPORTADORA LIDER EN EL SECTOR DE PESCADOS Y MARISCOS CON MAS DE 25 ANOS DE EXPERIENCIA."
IDISA SERVICIOS SA DE CV,Agricultura / Pesca / Ganaderia,"Hermosillo, Sonora",Empresa encargada de la produccion y venta de pollita comercial de un dia de edad para la postura de huevo para consumo humano.
PRONARA,Agricultura / Pesca / Ganaderia,"Yautepec, Morelos","1. COMERCIALIZADORA Y PRODUCTORA DE PRODUCTOS APICOLAS COMO MIEL DE ABEJA, POLEN PROPOLEO JALEA REAL Y PRODUCTOS CON VALOR AGREGADO A BASE DE DERIVADOS DE LAS COLMENAS."
"OPERADORA DE SERVICIOS S.F.R., S.A. DE C.V.",Agricultura / Pesca / Ganaderia,"San Francisco del Rincon, Guanajuato",Agro industrias GTO grupo empresarial lider que ofrece soluciones e insumos de la mas alta calidad.
Valdemar De la Garza Arredondo,Agricultura / Pesca / Ganaderia,"Tehuacan, Puebla","Somos una empresa que se dedica a la comercializacion de materias primas (trigo, maiz amarillo, maiz blanco, pasta de soya, cascara de soya, melaza, etc.) para consumo animal."
DICABSA,Agricultura / Pesca / Ganaderia,"Queretaro, Queretaro",---
PRIMUS VISION SA DE CV,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco",PrimusVision es el distribuidor directo de Super Sorgo Primus en el area de Mexico.
PAOSA,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco",Empresa de dedicada a la comercializacion de carne de cerdo en estado natural llevando acabo el sacrificio y obteniendo los cortes de cerdo necesarios para su la venta al publico
EDUCE SC,Agricultura / Pesca / Ganaderia,"Merida, Yucatan",Tu opinion le importa a millones de personas. Evalua esta empresa de forma anonima
FERTINITRO,Agricultura / Pesca / Ganaderia,"La Barca, Jalisco","EMPRESA DEDICADA A LA COMERCIALIZACION DE FERTILIZANTES, GRANULADOS E HIDROSOLUBLES. ASI COMO AGROQUIMICOS PARA TODAS LAS CADENAS PRODUCTIVAS TALES COMO GRANOS, FRUTALES, HORTALIZAS, BERRIES, AGAVE. LOGISTICA Y DISTRIBUCION DE INSUMOS AGRICOLAS Y COMERCIALIZACION DE GRANELES CON ACCESO A LOS PRINCIPALES PUERTOS DEL PAIS."
RUBIORGANICOS,Agricultura / Pesca / Ganaderia,"Guasave, Sinaloa",EMPRESA DEDICADA A LA ELABORACION Y COMERCIALIZACION DE FERTILIZANNTES ORGANICOS APROVECHANDO PRINCIPALMENTE LOS RESIDUOS DE LA EMPRESA COMO MATERIA PRIMIA
INFOMEXICO,Agricultura / Pesca / Ganaderia,"Hermosillo, Sonora",VENTA DE ALIMENTO PARA GANADO Y TODO TIPO DE ANIMALES PURINA.............................................................................................
Agro torrente,Agricultura / Pesca / Ganaderia,"Comitan de Dominguez, Chiapas",Somos una empresa dedicada a la produccion de plantulas de hortalizas con veinte anos de experiencia en el mercado. Producimos plantulas de diferentes cultivos ademas de brindar asesoria directa en cultivo.
Port to port Immigration Services,Agricultura / Pesca / Ganaderia,---,Somos una compania de servicios migratorios que a su vez busca seleccionar trabajadores con la aptitudes necesarias para distintas companias en el rubro de la pesca.
Bufalo Carnes y Quesos,Agricultura / Pesca / Ganaderia,"Veracruz, Veracruz","VENTA DE CORTES FINOS DE CARNE DE RES Y BUFALO, AMERICANOS, ETC,"
INDUSTRIA QUERETANA,Agricultura / Pesca / Ganaderia,"Queretaro, Queretaro","Empresa Queretana dedicada a la cria, engorda y venta de ganado porcino, asi como a la produccion, distribucion y venta de alimentos balanceados de consumo animal."
FABELAS GRAIN,Agricultura / Pesca / Ganaderia,"Hermosillo, Sonora","EMPRESA DEDICADA AL CULTIVO Y COSECHA DE GRANOS AGRICOLAS EN LA COSTA DE HERMOSILLO SONORA CON UNA AMPLIA EXTENSION EN EL TERRENO, SE COSECHA ALFALFA, GARBANZO, TRIGO, FRIJOL, ETC"
AGROTECH PROMOTORA AGRICOLA S.A. DE C.V.,Agricultura / Pesca / Ganaderia,"Tampico, Tamaulipas","Somos una empresa que trabaja para buscar soluciones integrales para el campo, sabemos que los productores buscan produccion y rentabilidad, a traves de biotecnologia organica con productos que generan, potencializan y protegen los cultivos."
LA CONCEPCION DEL SOCONUSCO,Agricultura / Pesca / Ganaderia,"Tapachula, Chiapas","EMPRESA DEDICADA 100% A LA CRIANZA,VENTA Y ENGORDA DE GANADO,EN TERRITORIO NACIONAL,CUIDANDO TODOS LOS ASPECTOS GANADEROS,PREVIENDO TODA CLASE DE ENFERMADAD EN EL GANADO. A SI MISMO SE CUIDA LA ALIMENTACION. ESTA MISMA EMPRESA CUENTA CON PRODUCCION Y VENTA DE CAFE."
Valdemar De la Garza Arredondo,Agricultura / Pesca / Ganaderia,"Tehuacan, Puebla","Somos una empresa que se dedica a la comercializacion de materias primas (trigo, maiz amarillo, maiz blanco, pasta de soya, cascara de soya, melaza, etc.) para consumo animal."
DICABSA,Agricultura / Pesca / Ganaderia,"Queretaro, Queretaro",---
PRIMUS VISION SA DE CV,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco",PrimusVision es el distribuidor directo de Super Sorgo Primus en el area de Mexico.
Agrisolutions,Agricultura / Pesca / Ganaderia,"San Francisco del Rincon, Guanajuato","Somos una empresa que se dedica a la produccion y comercializacion de alimentos. Nuestros productos principales se basan en hortalizas listas para el consumo, vendidas principalmente en tiendas de autoservicio nacionales."
SEMILLAS GARCIA DEL YAQUI SA DE CV,Agricultura / Pesca / Ganaderia,"Cajeme, Sonora","EMPRESA FAMILIAR CON MAS DE 40 ANOS DE EXPERIENCIA Y DEDICADA A LA VENTA DE SEMILLA PARA SIEMBRA DE MAIZ, ALFALFA, TRIGO, SORGO, FORRAJES Y HORTALIZAS"
FVFRMAS,Agricultura / Pesca / Ganaderia,"Irapuato, Guanajuato","FVFARMS S DE RL DE CV ES UNA EMPRESA DEDICADA A LA COMPRA VENTA DE ESPARRAGO, PROCESO DEL MISMO, EXPORTACION DE ESPARRAGO E IMPORTACION DE MATERIALES"
Planasa,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco","PLANASA es el resultado de la union del conocimiento, trabajo, esfuerzo y companerismo. Somos una empresa innovadora y con el mayor crecimiento a nivel mundial en el sector agroalimentario."
AIN,Agricultura / Pesca / Ganaderia,"Colon, Queretaro",Agroparque Queretaro - Empresarios Comprometidos con el Campo Mexicano.
CARNES FINAS DEL CENTRO,Agricultura / Pesca / Ganaderia,"Aguascalientes, Aguascalientes",SOMOS UNA EMPACADORA DE CARNES FRIAS CON PRODUCCION Y MANEJO AL MAYOREO Y EXPENDIO CARNICO UBICADOS CERCA DEL CENTRO DE LA CIUDAD EN CRECIMIENTO Y DESARROLLO PARA LOGRAR SATISFACER A TODOS NUESTROS CLIENTES
Finca Guayacan,Agricultura / Pesca / Ganaderia,"Tlaltizapan de Zapata, Morelos","Es una empresa especializada en productos organicos, nos enfocamos en Huevo Organico y maiz organico, empresa fundada en 2012, ubicada en Puebla y Morelos."
HORTIMAQ SA DE CV,Agricultura / Pesca / Ganaderia,"Culiacan, Sinaloa","VENTA DE REFACCIONES Y SERVICIOS PARA MAQUINARIA AGRICOLA ENLA ZONA NORTE DEL PAIS , ATENCION A CLIENTES, LOGISTICA Y SERVICIOS A MAQUINARIA EN EMPAQUES AGRICOLAS"
APELSA GUADALAJARA,Agricultura / Pesca / Ganaderia,"La Piedad, Michoacan",APELSA GUADALAJARA
TIO CHUCHO SPR DE RI,Agricultura / Pesca / Ganaderia,"Macuspana, Tabasco","Sociedad de produccion ganadera, con base administrativa."
ARVENSIS,Agricultura / Pesca / Ganaderia,"Zapopan, Jalisco",Somos una empresa 100% mexicana con mas de 20 anos en el mercado.
FORGUAD,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco",Empresa comercializadora de refacciones para motores diesel utilizados en aplicaciones INDUSTRIALES y giros afines.
AGRO MICRO BIOTECH SAC,Agricultura / Pesca / Ganaderia,---,"VENTA AL MAYOR DE PRODUCTOS AGROPECUARIOS PARA EL SECTOR AGROINDUSTRIAL, FUNDOS ZONA SUR Y NORTE DEL PAIS.LA EMPRESA SE ENCUENTRA EN EL MERCADO DE PERU HACE 12 ANOS"
AGRICOLA LOS TITANES SA DE CV,Agricultura / Pesca / Ganaderia,"Hermosillo, Sonora","Empresa del giro agricola y ganadero, con presencia nacional e internacional..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ..... ....."
Capital y Negocios VMG S.A. DE C.V.,Agricultura / Pesca / Ganaderia,"Zapopan, Jalisco",Nos dedicamos a la fabricacion de ajas de carton y su comercialisacion y venta asi como todos los insumos que que se requiere para empaquetar el producto y llegue al cliente
RILLLY DE LIEVANO,Agricultura / Pesca / Ganaderia,"Tuxtla Gutierrez, Chiapas","EMPRESA PRODUCTORA Y COMERCIALIZADORA DE CAFE DEL ESTADO DE CHIAPAS, CON SEDE EN LA CIUDAD DE TUXTLA GUTIERREZ CHIAPAS, LA CUAL DISTRIBUYE PRODUCTOS DE ALTA CALIDAD A DOMICILIO CON UN SISTEMA DENOMINADO JUSTO A TIEMPO."
GESTION Y ADMINISTRACION,Agricultura / Pesca / Ganaderia,"Iztapalapa, Ciudad de Mexico DF",
Forward de Mexico,Agricultura / Pesca / Ganaderia,"Merida, Yucatan",VENTA Y DISTRIBUCION DE LUBRICANTES DE ALTA GAMA ASI COMO FILTROS AUTOMOTRICES Y PROTECCION PARA SUPERFICIES CON NUEVA TECNOLOGIA NANO !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
SIMBIOSIS AGRICOLA S.A. DE C.V.,Agricultura / Pesca / Ganaderia,"Tochtepec, Puebla",Hoy en dia Simbiosis Agricola es considerada como una empresa promotora de nuevas tecnologias para el uso eficiente del agua en la region de Puebla esperando su expansion a otros lugares del pais.
Agricola Godoy,Agricultura / Pesca / Ganaderia,"Culiacan, Sinaloa","Somos una Agricola 100% Sinaloense, reconocida como una de las principales productoras de Maiz en el estado de Sinaloa."
Asociacion Agricola de Productores de Uva de Mesa,Agricultura / Pesca / Ganaderia,"Hermosillo, Sonora","Asociacion Agricola Local de Productores de Uva de Mesa, Frutas y Hortalizas."
Dactary Hospital,Agricultura / Pesca / Ganaderia,"Zapopan, Jalisco","Hospital veterinario con 30 anos en el mercado,siendo pioneros en recoleccion, hospital abierto 24/7/365."
Takaokaya Mexico,Agricultura / Pesca / Ganaderia,"El Marques, Queretaro","Empresa dedicada a la manufactura de alga marina, el objetivo de ella es la exportacion y venta nacional para restaurantes de comida oriental."
Novasys agricola,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco","Empresa mexicana ubicada en Guadalajara Jalisco, dedicada a la venta de insumos agricolas asi como venta e instalacion de sistemas de riego y material para invernadero y viveros"
ABBA,Agricultura / Pesca / Ganaderia,"Tuxtla Gutierrez, Chiapas","Cjon las cruces 2-c col. Coquelequixtan/ Fracc. Lomas del Sauce, (terminando el fraccionamiento lomas del sauce avanza dos calles a la derecha) Tuxtla Gutierrez."
HARLE,Agricultura / Pesca / Ganaderia,"Iztapalapa, Ciudad de Mexico DF","DISTRIBUIDORA DE FRUTAS NO DULCES, JITOMATE, BERENJENA, PEPINO Y MORRON, VENTAS POR CAJAS DE MAYOREO Y MENUDEO. PRODUCTO NACIONAL DE ALTA CALIDAD. REGIONES SINALOA, GUADALAJARA Y MORELOS."
PRODUCTOS SELECTOS EL PALMAR,Agricultura / Pesca / Ganaderia,"Loreto, Zacatecas","La organizacion esta registrada con el nombre PRODUCTOS SELECTOS EL PALMAR SPR DE RL DE CV. Domicilio social: Mexico , LORETO, EL PALMAR No. SN, TIERRA BLANCA, codigo postal 98808. Telefono (496)9625194. Correo . Giro DESIDRATADORA. Scian 431193"
FD Berries,Agricultura / Pesca / Ganaderia,"Gomez Farias, Jalisco","FD Berries esta en via de establecerse como una de las principales companias productores de berries en Jalisco, Mexico. Actualmente cuenta con 100 hectareas en produccion aproximadamente y una meta de llegar a las 500 hectareas, ademas del cultivo de berries, nuestra empresa tiene como objetivo mostrar a los productores los beneficios y mejores rendimientos de producir berries en las bolsas de fibra de coco de nuestra empresa hermana True Blue de Fibre Dust."
Aba Desarrollos spr de rl de cv,Agricultura / Pesca / Ganaderia,"Los Reyes, Michoacan","Somos una empresa con amplia experiencia en la agricultura de arandano, frambuesa, agave y aguacate, trabajamos con principios y valores vasados en la mejora y capacitacion de nuestro personal, por ello ofrecemos oportunidad de crecimiento laboral, buenas prestaciones, asi como un excelente ambiente de trabajo"
Granjas Carroll de Mexico,Agricultura / Pesca / Ganaderia,"Cuajimalpa de Morelos, Ciudad de Mexico DF","NUESTRA MISION: Ser lideres en el Mercado porcicola de Mexico, produciendo cerdos de la mas alta calidad para el consumidor. Mantener un alto compromiso hacia la comunidad en la que producimos, el cuidado del medio ambiente y la productividad del negocio. Buscar todo esto haciendo enfasis en el desarrollo personal y familiar, fomentando en todo momento nuestros valores. !Visita nuestra pagina!."
Cooperativa Agrosol,Agricultura / Pesca / Ganaderia,"Coatepec, Veracruz","Somos una cooperativa dedicada a ganaderia regenerativa, agricultura sana y por medio de cursos ensenar a los que les interese aprender. Buscamos ser ejemplo en limpieza, orden y puntualidad."
INIFAP SURESTE,Agricultura / Pesca / Ganaderia,"Merida, Yucatan",Instituto de investigaciones forestales. Agricolas y pecuarias a nivel nacional sector gobierno federal el Inifap sureste abarca los Estados de la peninsula de Yucatan. Campeche. Yucatan y Quintana Roo.
Grupo ISA,Agricultura / Pesca / Ganaderia,"Cajeme, Sonora",Somos proveedores de soluciones con apoyo de marcas internacionales y margenes optimos para su empresa.Contamos con la gama mas completa de productos para todas las especies de corral y acuacultura.
Maz,Agricultura / Pesca / Ganaderia,"Mazatlan, Sinaloa","Empresa que Pertenece al grupo pesquero, y se dedica a la pesca, produccion y comercializacion de harina de sardina y atun, aceite de pescado y de sardina y soluble , productor de harina."
LA DALIA,Agricultura / Pesca / Ganaderia,"Azcapotzalco, Ciudad de Mexico DF",EMPRESA FAMILIAR CON UNA TRAYECTORIA DE 60 ANOS EN EL MERCADO.
ERNESTO SILVA,Agricultura / Pesca / Ganaderia,"Hermosillo, Sonora","empresa dedicada a la compra venta de insumos agricolas , como fertilizantes y agroquimicos . con una excelente presencia en zona agricola. con mas de 60 anos en el mercado de la agricultura y servicio a los demas sectores del agro"
PROCESADORA SAN LORENZO SAPI DE CV,Agricultura / Pesca / Ganaderia,"Uruapan, Michoacan",Con mas de 50 anos en el mundo del aguacate; seguimos siendo lideres gracias a nuestra constante innovacion tecnologica y a nuestro cuidado extremo por la calidad y el sabor que ofrecemos.
Promotora Tecnica Internacional,Agricultura / Pesca / Ganaderia,"Mexicali, Baja California","Promotora Tecnica Internacional es una empresa distribuidora de agroinsumos dedicada a la promocion de materiales nutricionales, organicos, hormonas y aminoacidos. Cuenta con una amplia gama de fertilizantes, bioestimulantes, mejoradores de suelo, desalinizadores, plaguicidas y desinfectantes, entre otros. Empresa 100% mexicana con mas de 15 anos fortaleciendo al campo."
CAMPO PABLO BORQUEZ,Agricultura / Pesca / Ganaderia,"Cajeme, Sonora","Empresa de giro agricola que se dedica a la siembra, cosecha, comercializacion y exportacion de uva y esparrago. Teniendo la matriz en Caborca y una extension en Cd. Obregon. su mayor anhelo es que los empleados tengan sus proyectos de vida."
PRONAMEX,Agricultura / Pesca / Ganaderia,"Toluca, Estado de Mexico",---
Equipartes Agricolas S.A. de C.V.,Agricultura / Pesca / Ganaderia,"Toluca, Estado de Mexico","Compraventa de tractores agricolas nuevos y usados, implementos y refacciones agricolas, asi como la reparacion, fabricacion de herramientas y distribucion de todo tipo de articulos destinados a la actividad del campo."
Green Grow,Agricultura / Pesca / Ganaderia,"Queretaro, Queretaro",Somos un e-commerce enfocado en insumos de jardineria y cultivos urbanos.
Miel Nortena,Agricultura / Pesca / Ganaderia,"Fresnillo, Zacatecas",Empresa mexicana dirigida a la produccion y comercializacion de miel de abeja con mas de 25 anos de experiencia en la apicultura y en la innovacion del sector apicola.
gpchapab,Agricultura / Pesca / Ganaderia,"Chapab, Yucatan","""Somos una sociedad de produccion ""wean to finish"", con procesos eficientes, auto-sustentable, para lograr una estancia agradable y de calidad de los animales, acorde al medio ambiente, utilizando practicas de inocuidad y generando rentabilidad al corporativo al que servimos""."
Agro Arreguin,Agricultura / Pesca / Ganaderia,"Salvatierra, Guanajuato",Importante empresa en el ramo de comercializacion de grano.
Linked Two Produce IES,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco","Empresa dedicada a ofrecer servicios para empresas del campo, ls a company focused on producing and commercialize fresh products such as Fig, Blueberry and Chilli d'Arbol."
EMPOWERMENT,Agricultura / Pesca / Ganaderia,"Iztapalapa, Ciudad de Mexico DF",Agro industria dedicada a conservacion organica de cultivos.
HQN Nutrition S.A.de C.V,Agricultura / Pesca / Ganaderia,"El Marques, Queretaro","Empresa alimenticia, dedicada a la fabricacion de premezclas alimenticias y sales minerales para aves, ganado, cerdos, borregos, etc. Fundada en el ano 2000, con cobertura de mercado a nivel nacional, cuyo objetivo es eficientar la productividad y rentabilidad de los negocios de sus clientes mediante el consumo de sus productos."
Agaves de Tequila,Agricultura / Pesca / Ganaderia,"Tequila, Jalisco","Agaves del Volcan es una Empresa dedicada a la siembra y comercializacion de productos derivados del campo, siendo la principal operacion la siembra de Agave."
Alimentos Balanceados el Gigante S. A.,Agricultura / Pesca / Ganaderia,"Toluca, Estado de Mexico",Somos una Empresa Mexicana dedicada a la fabricacion y comercializacion de Alimentos Balanceados para Animales nuestro lema es nutricion animal de verdad
LA FACTORIA,Agricultura / Pesca / Ganaderia,"Queretaro, Queretaro",Fabrica de lacteos artesanales
RANCHOS SICAR FARMS,Agricultura / Pesca / Ganaderia,"Tecoman, Colima","RANCHOS SICAR FARMS DEDICADO A LA COSECHA DE FRUTA DE LA REGION COMO LIMON MEXICANO, LIMON PERSA, PINA, PITAHAYA, COCO, ETC. ASI COMO PRODUCTOS COMO MIEL."
"Tecnologias Naturales Internacional, S.A. de C.V.",Agricultura / Pesca / Ganaderia,"Celaya, Guanajuato",Ofrece productos microbianos para el manejo biologico del cultivo. La empresa opera desde Mexico y esta integrada en una red de empresas a nivel internacional. Nuestra mision es trabajar en beneficio de la naturaleza y el medio ambiente.
LABORATORIOS LAICA,Agricultura / Pesca / Ganaderia,"San Pedro Tlaquepaque, Jalisco","LABORATORIO CON SERVICIOS AGROALIMENTARIOS, ESTUDIOS DE AGUA, SUELOS, MEDIO AMBIENTE, MINERIA. EN PROCESO DE EXPANSION Y CRECIMIENTO Y EN BUSCA DE PROFESIONALES QUE QUIERAN DESARROLLARSE EN EL RAMO DE LABORATORIO"
SENAVECEFI A.C.,Agricultura / Pesca / Ganaderia,"Texcoco, Estado de Mexico",Unidad de Verificacion que tiene como objetivo evaluar la conformidad de Norma Oficiales Mexicanas en materia de Sanidad Vegetal y Salud Animal a nivel nacional
Grupo Viverde,Agricultura / Pesca / Ganaderia,"Puerto Vallarta, Jalisco","Grupo Viverde es una compania Profesional, Dinamica y Creativa que realiza las mejores construcciones, renueva y mantiene una excelente imagen y presentacion de cualquier area verde, basando siempre sus operaciones en el cumplimiento de estandares de calidad y seguridad que garanticen la Satisfaccion de Nuestros Clientes."
North American Allied LLC,Agricultura / Pesca / Ganaderia,"Ahome, Sinaloa","Empresa lider con 16 anos de experiencia dedicada a la venta y construccion de proyectos de agricultura protegida en el pais, como casas sombras e invernaderos para el cultivo de hortalizas y frutales principalmente de exportacion."
"Servicios de almacenaje y logistica del Norte, S.A de C.V",Agricultura / Pesca / Ganaderia,"Reynosa, Tamaulipas","En Grupo SALSA sabemos que la manera de administrar las operaciones de Almacenaje y Logistica es crucial para el crecimiento y la competitividad de toda empresa. Sin duda usted enfrenta cada dia retos diferentes, y cada vez menor tiempo para superarlos; para minimizar lo anterior, usted debe contar con servicios utiles y accesibles que pueda utilizar y que verdaderamente contribuyen a que su empresa obtenga un desempeno deseado."
Herflo Inverna,Agricultura / Pesca / Ganaderia,"Valle Hermoso, Tamaulipas",Heflo Inverna es una agricola dedicada a la produccion y comercializacion de hortalizas de invernadero. Nuestra principal enfoque esta en la produccion de tomate de exportacion sin embargo tambien manejamos varios tipos de hortalizas en la comercializacion. Tenemos ademas varias areas productivas con productores los cuales producen hortalizas.
Priva America Latina S.A. de C.V.,Agricultura / Pesca / Ganaderia,"Corregidora, Queretaro","Priva is a high-tech company that develops hardware, software and services in the field of climate control, energy saving and optimal reuse of water. We do that for horticulture, indoor and city farming, and utility buildings such as offices, retail, hotels and hospitals. With 450 colleagues, 15 local offices in 12 countries and over 400 international installation partners, we deliver our sustainable solutions and services in more than 100 countries."
"Fumiagro Osarpe, SA de CV",Agricultura / Pesca / Ganaderia,"San Juan de los Lagos, Jalisco","Empresa dedicada a la compra-venta de semillas, agro quimicos y fertilizantes desde hace mas de 20 anos; en la zona de los Altos de Jalisco, basada en la atencion personalizada al cliente."
Lida,Agricultura / Pesca / Ganaderia,"Victoria, Tamaulipas",Somos una empresa mexicana que surge en 1998 motivados por la busqueda de mejores soluciones para las necesidades del campo.
ANGLO CORP SA DE CV,Agricultura / Pesca / Ganaderia,"Benito Juarez, Ciudad de Mexico DF","EMPRESA DEDICADA AL GIRO GANADERIA, EMPRESARIAL INDUSTRIAL........................................................................................................................................................................................................................................................................................................................"
AGROGUANAJUATO,Agricultura / Pesca / Ganaderia,"Celaya, Guanajuato",COMPRAVENTA DE SEMILLAS DE HORTALIZAS
EL AGRO SAN CRISTOBAL,Agricultura / Pesca / Ganaderia,"Irapuato, Guanajuato",Empresa dedicada a venta de insumos agricolas entre ellos semillas fertilizantes y agroquimicos.
BS Agropecuaria,Agricultura / Pesca / Ganaderia,"Guadalajara, Jalisco",Bioestimulantes y Servicios Agropecuarios SA de CV
AGROMOL,Agricultura / Pesca / Ganaderia,"Ahome, Sinaloa","Nos encontramos en el norte de Mexico, como una empresa que otorga soluciones de valor para los cultivos principales de nuestra region como lo son: Papa, Esparragos, Vid, Berries, Maiz, Frijol, Sorgo, Chile, Tomate y Hortalizas en agricultura protegida."
Unisem SA de CV,Agricultura / Pesca / Ganaderia,"Cortazar, Guanajuato","Semilla hibrida de maiz y sorgo: Investigacion, mejoramiento, produccion, comercializacion."
Top Fresh,Agricultura / Pesca / Ganaderia,"Colima, Colima","Empresa dedicada a la produccion y exportacion de Berries, ubicada en Jalisco y Colima, mediante la tecnificacion del campo en agricultura protegida..."
Pro-Gali,Agricultura / Pesca / Ganaderia,"Zamora, Michoacan","En Procesadora Gali, nos dedicamos a la exportacion de Fresa y arandano, ya sea fresca o congelada."
AVICOLA PROMESA SINALOA S.A de C.V,Agricultura / Pesca / Ganaderia,"Ahome, Sinaloa","Somos una organizacion dedicada a la produccion de huevo para consumo. Tenemos presencia en todo el estado de Sinaloa, con Unidades de Negocio en Mochis, Culiacan y Mazatlan."
Hortalizas la Gracia SPR de RL,Agricultura / Pesca / Ganaderia,"Izucar de Matamoros, Puebla",Hortalizas la Gracia Hortalizas la Gracia
Progen S.A,Agricultura / Pesca / Ganaderia,---,"Empresa Colombiana con mas de 45 anos de experiencia en la fabricacion de maquinaria agricola especificamente Fumigadoras Manuales, y productos plasticos."
Agroproducto Diazteca S.A. de C.V.,Agricultura / Pesca / Ganaderia,"Mazatlan, Sinaloa","Diazteca es una empresa dedicada a la produccion, empaque y exportacion de productos alimenticios y horto-fruticolas hacia los EUA, asi como a la venta al mercado nacional, con 60 anos en el mercado."
Jasman Automotriz S.A. de C.V.,Agricultura / Pesca / Ganaderia,"Texcoco, Estado de Mexico",JASMAN Automotriz lider en el mercado llantero automotriz con mas de 50 anos de presencia a nivel nacional
Granja la concha,Agricultura / Pesca / Ganaderia,"El Marques, Queretaro",Nos dedicamos a la Explotacion de Ganado lechero. Producimos leche de la mas alta Calidad para la planta Alpura. Tenemos mas de 40 anos de establecidos.
