Empresa,Area,Ubicacion,Descripcion
"Melones de Zacapa, S.A.",Agricultura / Pesca / Ganaderia,"Zacapa, Zacapa","Empresa nueva, iniciando operaciones de melon en el valle de la Fragua/Quebrada seca. Nuestra idea es convertirnos en productores de melon de calidad y con enfoque al consumidor final."
Oirsa,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","El OIRSA es un Organismo Internacional especializada en sanidad agropecuaria. Fundado hace mas 60 anos para brindar cooperacion tecnica y financiera a los Ministerios y Secretarias de Agricultura y Ganaderia de sus nueve Estados miembros, en la proteccion y desarrollo de sus recursos agropecuarios."
"Teyca, s.a.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa dedica a la produccion, comercializacion y distribucion de alimentos para animales."
Distribuidora De Alimentos Para Animales,Agricultura / Pesca / Ganaderia,"San Miguel Petapa, Guatemala","Empresa dedicada a la fabricacion de concentrados para animales, venta y asesoria"
"Unipalma, S. A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa nacional dedicada a la siembra, cultivo y vivero de Palma Africana para extraccion de aceites."
"Monticiello, S.A.",Agricultura / Pesca / Ganaderia,Chimaltenango,"Empresa dedicada a la produccion de Rosas,Gerberas y tulipan."
"Nutrientes y Fertilizantes, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa de clase mundial, lider en Centroamerica por su aporte al desarrollo del sector agropecuario. Reconocida por su calidad de atencion, por el desarrollo de su personal, por mantener relaciones comerciales de largo plazo con sus proveedores, por generar utilidades y remuneraciones justas para sus accionista y trabajadores, y por su contribucion a la conservacion del medio ambiente. Distribuidores para Guatemala de Productos Veterinarios de reconocidas casas mundiales Productos MERIAL: IVOMEC F, GOLD Y Multi Especies: Desparasitando su ganado IVOMEC EPRINEX: Desparasita, Sin residuos en leche. ECTOLINE: Olvidese de las garrapatas y moscas del ganado. FRONTLINE: Adios a las pulgas y garrapatas en gatos y perros. HETOPAN: El Reconstituyente confiable. BIODYL: Fortalece a sus animales inmediatamente. CARDOMEC: Desparasite a su perro de un bocado. KETOFEN: Dolor, Inflamacion y Fiebre controlados de una vez. SPECIORLAC: El mejor secado de la vaca. EQVALAN: Para equinos de clase. TETRADUR: Oxitetraciclina L.A. Una aplicacion cada 6 dias SUANOVIL: Antibiotico diferente para soluciones dificiles STOMORGYL: Tratamiento efectivo para Perros consentidos. Productos BROVEL: Calectamin, Electamin, Vitaedol, Mastinox, Quimobac, Super Giro Test, Norandren, Melvinac, Fibro Ress, Avizin, Deltamicin. Productos Walter Ritter: WARIT B Productos SAGRISA: MOTOFUMIGADORAS HONDA Productos DIAMOND V: Diamond V XP: aditivo para la alimentacion animal seguro y totalmente natural. ayuda a optimizar la digestion de los alimentos, mejorando la nutricion del ganado de leche, de engorde, cerdos y aves de corral. Fertilizantes foliares : BIOMIN, HUMAX,BUFFERMIN MULTIAGRO, PROMOT Sales Minerales TORTUGA: FOSBOVI ENGORDA, FOSBOVI SECA, FOSBOVI REPRODUCAO, FOSBOVIHNO ATENDIDOS POR UN EQUIPO PROFESIONAL QUE LE ASESORA, SUGIERE Y SOLUCIONA SUS NECESIDADES EN EL CAMPO AGROPECUARIO."
Xoco Guatemala,Agricultura / Pesca / Ganaderia,"Morales, Izabal",Produccion y exportacion de Cacao Fino.
Orgainsa,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa dedidcada a la Exportacion de Hule y otros productos perecederos.
Agroindustria PMV,Agricultura / Pesca / Ganaderia,"Los Amates, Izabal",Plantacion de Hule
FUNGLUS SAS,Agricultura / Pesca / Ganaderia,---,EMPRESA DEDICADA A LA PRODUCCION Y MERCIALIZACION DE CHAMPINON. UBICADA EN EL CORREGIMIENTO DE SANTA ELENA EN MEDELLIN
Bandegua,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa Agroexportadora
Superb - Superseed,Agricultura / Pesca / Ganaderia,"Mixco, Guatemala","Es una empresa eminentemente dedicada a la venta de semillas, agroinsumos y equipos . Desde su creacion en 1948. Ha sido pionera en la agricultura de Guatemala, teniendo en sus inicios la distribucion exclusiva de las Casas de Semillas mas importantes en el pais."
RRSH,Agricultura / Pesca / Ganaderia,"Escuintla, Escuintla",EMPRESA DEDICADA A RECLUTAR PERSONAL ADMINISTRATIVO PARA EL AREA DE ESCUINTLA
Avinsa,Agricultura / Pesca / Ganaderia,"Villa Nueva, Guatemala","Avicola pequena, iniciada en el 2015. Tenemos gallinas de patio para produccion de huevos."
"Dole - Standart Fruit, S.A.",Agricultura / Pesca / Ganaderia,"La Gomera, Escuintla","En la actualidad, Dole es la mayor empresa dedicada a la produccion, el suministro y la comercializacion de fruta y verdura fresca. En este ambito somos expertos. Esta es nuestra mision y nos esmeramos en hacer un trabajo excelente."
Organto,Agricultura / Pesca / Ganaderia,"Patzun, Chimaltenango","Empresa agroindustrial dedicada a la exportacion de vegetales frescos, para los mercados de Estados Unidos y Europa, con altos estandares de calidad para la satisfaccion de nuestros clientes."
ENLASA,Agricultura / Pesca / Ganaderia,"Villa Nueva, Guatemala","Empresa especializada en la produccion, mercadeo y distribucion de insumos y servicios para el sector agropecuario, industrial y quimico de reconocida calidad."
Orquideas Holandesas S.A. / Holland Orchids,Agricultura / Pesca / Ganaderia,"Patzicia, Chimaltenango","Productora de Orquideas para flor cortada typo cymbidium. Se exportara a los Estados Unidos, Canada, los Paises Bajos y centro y sur America."
Belcasa,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Distribuidora de Cafe en Grano y Molido a empresas, hoteles y restaurantes, envuelta en todo el giro del negocio del cafe y ofreciendo distintos productos y soluciones ."
agrosak,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa dedicada al cultivo y exportacion de Helechos. 30 anos de estar en el mercado. Una empresa solida para trabajar, y sigue en proceso de expancson."
Fides,Agricultura / Pesca / Ganaderia,"Villa Canales, Guatemala",EMPRESA AGRICOLA LIDER EN SU RAMO
Servicios Panamericanos de Importacion y Exportacion S.A.,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",---
Compania Agricola Industrial Santa Ana S.A.,Agricultura / Pesca / Ganaderia,"Santa Lucia Cotzumalguapa, Escuintla","Empresa que se dedica a la produccion y venta de azucar, asi como, a la extraccion de melaza, generacion de energia electrica por medio del bagazo de cana y la produccion de alcohol carburante mas conocido como etanol."
"Pilones de Antigua, S.A.",Agricultura / Pesca / Ganaderia,"Antigua Guatemala, Sacatepequez","Somos una empresa lider con 15 anos en el mercado en Guatemala y Centroamerica produciendo semilleros de la mas alta calidad de hortalizas, forestales, ornamentales y flores; garantizando la fase inicial del cultivo a nuestros clientes, a traves de la utilizacion de las tecnicas mas modernas de produccion. Tenemos 8 sucursales ubicadas estrategicamente en los mayores centros de produccion horticola del pais, y contamos con una cadena de mas de 100 distribuidores a nivel centroamericano. Pilones de Antigua S. A, cuenta con un departamento de investigacion involucrado en el desarrollo de sustratos para optimizar el crecimiento de nuestros pilones. Estamos trabajando en el mejoramiento de tomates y chiles, en el desarrollo de bosques energeticos, en la conservacion de material genetico de Palo Blanco y establecimiento de plantaciones forestales como fuentes semilleras."
Las Vinas S. A.,Agricultura / Pesca / Ganaderia,"Barberena, Santa Rosa","Produccion agricola, produccion de macadamia, produccion de naranja, produccion de limon , produccion de ganado de carne, produccion y beneficiado de cafe."
Carnes & Mas,Agricultura / Pesca / Ganaderia,"Mixco, Guatemala","es una empresa dedicada al despiece de canales de res enfocada en la calidad e inocuidad asi mismo garantizando que se cumple con los estandares de calidad, la empresa esta comprometida con todos los clientes que prefieren consumir productos seguros, con distribucion de cortes a diferentes supermercados, restaurantes, domicilios particulares"
"Operadora de Estacionamientos y Rentas, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos una empresa dedicada a la produccion y exportacion de aguacate, entre otros productos naturales. Producimos jugos naturales y vegetales de la mas alta calidad."
Agroinsider Latinoamerica y caribe S.A de CV,Agricultura / Pesca / Ganaderia,---,"Somos una empresa que ofrece servios de consultoria agricola a traves de plataformas y tecnicos especializados en el monitoreo satelital de cultivos, para la mejora continua de nuestros clientes y la vigilancia remota del estado situacional de los cultivos."
"Asuncion Export, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Asuncion Export, S.A. produce, procesa y exporta vegetales frescos a Europa desde hace mas de 15 anos. Como uno de los lideres en la industria, Asuncion Export es internacionalmente reconocida por su alta calidad en supermercados de Alemania, Suecia, Holanda, Noruega, etc. Con todos sus centros de produccion certificados Global GAP y su planta de procesamiento certificada BRC, ofrece grandes oportunidades a profesionales dedicados, responsables y con interes en unirse a un grupo exitoso y ganador."
"Agroindustrias Reyes, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa de solido prestigio que se dedica al ramo de la agroindustria. Con presencia en el mercado de mas de 10 anos.
"Nueva Concepcion Cocales, S. A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Nuestro objetivo es la produccion agricola y exportacion de Frutas
Tropico,Agricultura / Pesca / Ganaderia,Guatemala,"Empresa Exportador de productos agricolas no tradicionales, especializada en especies."
Zion Plants,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa exportadora de plantas ornamentales
Floricultura,Agricultura / Pesca / Ganaderia,Jalapa,"Empresa Agricola Internacional, ubicada en Jalapa"
Zoona Pet,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Veterinaria con servicio de Grooming
"Grupo Comercial Agromax, S.A.",Agricultura / Pesca / Ganaderia,"Villa Nueva, Guatemala","Somos un grupo empresarial con liderazgo e innovacion dispuesto a aportar el mas alto compromiso con nuestros clientes, filosofia que nos inspira en cada una de las labores que desarrollamos y que nos permite crear cada dia nuevos socios comerciales que nos identifican como un amigo que los entiende y que da su mejor esfuerzo para poner a su disposicion soluciones de alta calidad a precios altamente competitivos, basando nuestras operaciones en la excelencia e innovacion tecnologica. Venta de granos y productos agricolas."
Instituto de Ciencia y Tecnologia Agricolas ICTA,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Instituto de Ciencia y Tecnologia Agricolas
"Inversiones Agricolas Cauchotenango, S.A.",Agricultura / Pesca / Ganaderia,Suchitepequez,Empresa dedicada a la extraccion de hule.
"Agroindustrias Reyes, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa de solido prestigio que se dedica al ramo de la agroindustria. Con presencia en el mercado de mas de 10 anos.
Florexotik,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Tenemos mas de 10 anos Produciendo y Distribuyendo flores tropicales desde Finca San Isidro, Mazatenango en Guatemala. Distribuimos a las mejores industrias de Hoteleria, Restaurantes y Salones de eventos. Tambien tenemos 8 anos con puntos de atencion al consumidor final, brindando belleza, colorido y ese toque de diferencia que nuestros clientes buscan para hacer de cada ocasion algo especial, unico y memorable."
Tropico,Agricultura / Pesca / Ganaderia,Guatemala,"Empresa Exportador de productos agricolas no tradicionales, especializada en especies."
"Nueva Concepcion Cocales, S. A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Nuestro objetivo es la produccion agricola y exportacion de Frutas
Zion Plants,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa exportadora de plantas ornamentales
Floricultura,Agricultura / Pesca / Ganaderia,Jalapa,"Empresa Agricola Internacional, ubicada en Jalapa"
Ingenio La Union SA,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa agoindustrial dedicada a la produccion de cana, azucar y electricidad."
Agroexportadora Mundial S.A,Agricultura / Pesca / Ganaderia,Zacapa,"Empresa solida dedicada a la exportacion de productos de origen agricola,con experiencia en la produccion y comercializacion de frutas con standares de exportacion bajo los lineamientos de ley, visionaria en un ambiente agradable de trabajo."
"Grupo Comercial Agromax, S.A.",Agricultura / Pesca / Ganaderia,"Villa Nueva, Guatemala","Somos un grupo empresarial con liderazgo e innovacion dispuesto a aportar el mas alto compromiso con nuestros clientes, filosofia que nos inspira en cada una de las labores que desarrollamos y que nos permite crear cada dia nuevos socios comerciales que nos identifican como un amigo que los entiende y que da su mejor esfuerzo para poner a su disposicion soluciones de alta calidad a precios altamente competitivos, basando nuestras operaciones en la excelencia e innovacion tecnologica. Venta de granos y productos agricolas."
AgroKarCas,Agricultura / Pesca / Ganaderia,"Zacapa, Zacapa","Agrokarcas es una de las veterinarias con mayor prestigio en el mercado de animales, es una de las empresas que le brinda a sus empleados ambiente laboral de trabajo, estabilidad laboral pero sobre todo capacitacion constante para sus empleados."
"Xoco Guatemala, Sociedad Anonima",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Xoco: Fine Cocoa Company Xoco [sho-koh] is a company with the goal of producing the best flavored cocoa beans in the world. The company is located in Central America, where we have carefully selected the finest cocoa trees in the region and are reproducing them in the millions. We entrust the trees to qualified local farmers, providing them with technical assistance to succeed as cocoa producers. Once the trees begin to produce, we collect, process and export the beans. Our commitment to quality is relentless. We understand that gourmet chocolate manufacturers depend on receiving beans with specific flavor attributes, consistent quality and predictable volume. We expect to export the first commercial volumes by the end of 2011. The word Xoco comes from Nahuatl, the ancient Meso-American Aztec language. Cocoa was called ""Xocolatl"" [sho-koh-lot-uhl] and was used to make a beverage that only the nobility consumed. ""Food of the Gods,"" they called it."
P&C Maderas Internacionales,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa de viveros forestales lider en el mercado ,con la mas alta tecnologia en Equipos de produccion unicos en C.A, asesoria y experiencia Canadiense con grandes oportunidades de crecimiento. Siete anos formando parte de la industria forestal."
DASA,Agricultura / Pesca / Ganaderia,"Antigua Guatemala, Sacatepequez",Importante empresa de Hoteleria y Turismo.
"Mallas y Accesorios Agricolas, S.A.",Agricultura / Pesca / Ganaderia,"San Jose Pinula, Guatemala","Somos una empresa que se dedica a la Venta de Mallas, Saranes y accesorios asi como fabricacion de casa malla, megatuneles para el area agrciola. con sucursales en Guatemala, Honduras y proximamente Nicaragua."
Yara Guatemala,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Yara es una red global que colabora para resolver de manera rentable y responsable algunos de los desafios claves del mundo como la escasez de recursos, inseguridad alimentaria y cambio ambiental. Por lo tanto, buscamos personas creativas, enfocadas, con iniciativa y visionarias."
"zion plants, s.a.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Se establecio en Guatemala en agosto de 2004 para producir y comercializar plantas ornamentales con las normas mas estrictas de calidad, sistemas de distribucion y servicio al cliente."
el pilar,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",empresa agro-industrial
Jardines Mil Flores S.A.,Agricultura / Pesca / Ganaderia,"Amatitlan, Guatemala",Exportacion de Semillas de Flores ornamentals.
INDUSTRIA AVICOLA ROSANDA,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Produccion y comercializacion, en las ramas avicolas."
"Mallas y Accesorios Agricolas, S.A.",Agricultura / Pesca / Ganaderia,"San Jose Pinula, Guatemala","Somos una empresa que se dedica a la Venta de Mallas, Saranes y accesorios asi como fabricacion de casa malla, megatuneles para el area agrciola. con sucursales en Guatemala, Honduras y proximamente Nicaragua."
JARDINES MIL FLORES S.A.,Agricultura / Pesca / Ganaderia,"Amatitlan, Guatemala",Empresa multinacional dedica a producir la major calidad de semillas y esquejes de plantas ornamentales para satisfacer las demandas permanents y cambiantes de nuestros clientes
Grupo Sion,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa 100% agricola, que cuenta con centros productivos en Escuintla, Izabal y Antigua Guatemala."
Yara Guatemala,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Yara es una red global que colabora para resolver de manera rentable y responsable algunos de los desafios claves del mundo como la escasez de recursos, inseguridad alimentaria y cambio ambiental. Por lo tanto, buscamos personas creativas, enfocadas, con iniciativa y visionarias."
ALCOSA,Agricultura / Pesca / Ganaderia,"San Jose Pinula, Guatemala","Importante exportadora de legumbres y frutas congeladas a casa matriz ubicada en Estados Unidos, con operaciones desde el ano 1973, alta experiencia en agro-industria."
"Agricomercial Pamaxan, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Una empresa solida dedicada al cultivo de fruta de palma desde 2012 la cual cuenta con las de 300 colaboralores, contribuyendo con el bienestar de sus empleados."
"zion plants, s.a.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Se establecio en Guatemala en agosto de 2004 para producir y comercializar plantas ornamentales con las normas mas estrictas de calidad, sistemas de distribucion y servicio al cliente."
"Acuario El Arrecife, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Importacion y venta de peces, aves, reptiles, y toda clase de animales vivientes, comercializacion de productos para pet shop y servicios de groomings y de mantenimiento de peceras, servicios a domicilio de dichos servicios"
Industrias Agromecanicas,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Servicios agroindustriales en sistemas de riegos, productos y servicios de maquinaria industrial a nivel guatemala y regional. Para todo tipo de sellado de Fluidos, Bombas de Agua, Aceite, Citricos, y otros Procesos Industriales, contamos con Fabricacion, Reparacion, Rectificacion y Lapeados de Cara Espejo en Acero Inoxidable, Carbon, Silicio y Tugsteno."
Energia Renovable S.A,Agricultura / Pesca / Ganaderia,"Jutiapa, Jutiapa","Empresa dedicada a los cultivos, de frutas y hortalizas y al cuidado y reproduccion de animales de granja, tambien al desarrollo para mejora en los cultivos mas organicos."
"AGRIBOLSA DE GUATEMALA, S. A.",Agricultura / Pesca / Ganaderia,"El Tejar, Chimaltenango",Productora y exportadora de empaques flexibles con tecnologia laser para generar atmosfera modificada para alargar la vida anaquel y comercializar y exportar vegetales frescos al mercado Norteamericano y Europeo.
Carnes de La Hacienda,Agricultura / Pesca / Ganaderia,"Mixco, Guatemala","Empresa dedicada a la comercializacion y distribucion de carne de res fresca nacional en el mercado nacional, con especial enfasis en el segmento institucional ( restaurantes, hoteles, catering, etc)."
Fertilizantes Insumos y Nutrientes del Campo SA,Agricultura / Pesca / Ganaderia,"Palencia, Guatemala","Somos una Empresa Solida, comercializadora de Productos Agricolas y de Veterinaria."
"SPECIAL FRUIT & VEGETABLE EXPORTS, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa lider en la Agroindustria de frutas y vegetales,nuestros productos lideres la mora, frambuesa, arandano y arveja son comercializados en Guatemala, Mexico y Estados Unidos."
Grupo Bigor,Agricultura / Pesca / Ganaderia,"Villa Nueva, Guatemala","Somos una corporacion joven e innovadora, con ocho anos de experiencia en el mercado, creada por la necesidad de cumplir con un mandato social y economico sostenible, para el desarrollo de la industria agropecuaria y cuidado ambiental en Centro America ofreciendo valor diferenciado para nuestros clientes."
Grupo Central Agricola,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos un grupo empresarial con espiritu de grandes pensamientos, con la habilidad para innovar y crear nuevas realidades para el desarrollo de la region Centroamericana y del Caribe."
FERTIEQUIPOS IMPASA DE GUATEMALA,Agricultura / Pesca / Ganaderia,"Fraijanes, Guatemala","Somos una empresa dedicada a la comercializacion de productos quimicos como acido sulfurico (H2SO4), amoniaco anhidro (NH3) y fertilizantes. Contamos con equipos agricolas para el transporte y la aplicacion de los productos, y equipos de seguridad para el manejo correcto de los mismos. Ademas, contamos con un servicio de asesoramiento en el area de seguridad industrial y brindamos capacitacion sobre el manejo de estos productos quimicos, por lo que nuestros clientes estaran plenamente conscientes de los peligros de ellos y preparados para cualquier emergencia. Tambien hemos implementado nuevos procesos para mejorar las plantas de almacenamiento de nuestros clientes, garantizando su seguridad."
"Profilaxis Guatemala, s.a.",Agricultura / Pesca / Ganaderia,"Mixco, Guatemala","Somos una empresa Regional, con presencia en varios paises del area y dedicados a la distrribucion de productos para la salud y alimentacion de animales, especificamente cerdos, Bovinos, Aves."
Frutesa,Agricultura / Pesca / Ganaderia,"Mixco, Guatemala",Empresa exportadora de frutas y vegetales.
Servipromo,Agricultura / Pesca / Ganaderia,"San Lucas Sacatepequez, Sacatepequez",Produccion y proceso de productos vegetales.
Finca La Cobanera,Agricultura / Pesca / Ganaderia,Peten,Empresa dedicada a la venta y compra de ganado bovino y ovino
"Hortifresh, S.A.",Agricultura / Pesca / Ganaderia,"Pastores, Sacatepequez","Empresa seria, con varios anos de operacion exitosa, dedicada a la prouccion, transformacion, comercializacion y exportacion de vegetales y hortalizas, ubicada en el Departamento de Sacatepequez, propietaria de marcas conocidas y de mucho prestigio a nivel nacional y centroamericano."
Agricola Nuova Terra S.A.,Agricultura / Pesca / Ganaderia,"Chimaltenango, Chimaltenango",institucion dedicada a la formacion educativa. Proveemos servicios de formacion educativa de alta calidad. Ademas buscamos al mejor personal docente .
"Eco Energy, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Nos dedicamos a la exportacion e importacion de productos agricolas desde hace 5 anos.
Metrocorp,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos una corporacion familiar, con empresas dedicadas a distintas ramas de produccion y servicios. La parte Agricola posee alrededor de 35 empresas. Nos dedicamos a la produccion y venta de Cafe, cana y Ganado. Nuestras fincas tienen mas de 100 anos de tener funcionamiento se ubican en el area norte y sur del pais. Las instalaciones administrativas se ubican en la capital. Nuetra vision es ubicarnos como una empresa lider en la venta de nuestros cultivos y lo lograremos a traves de contar con un equipo altamente capacitado y con buena actitud para trabajar."
Frutesa,Agricultura / Pesca / Ganaderia,"Mixco, Guatemala",Empresa exportadora de frutas y vegetales.
Talento y Desarrollo GT,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa dedicada al desarrollo y potencializacion de talento humano, servicio de reclutamiento y seleccion de profesionales."
"Green Hort, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Grupo de empresas dedicadas a la agricultura y exportacion de banano, tomate y cana de azucar, con mas de 20 anos en el mercado nacional, con operaciones en costa Sur y region oriente."
Bioflora,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa Lider en la comercializacion de fertilizante Organico con mas de 15 anos de experiencia en nutricion vejetal.
Grupo SIESA,Agricultura / Pesca / Ganaderia,"San Andres Itzapa, Chimaltenango",Exportadora de Vegetales Frescos.
"Agroexportadora El CAMAN, S.A",Agricultura / Pesca / Ganaderia,"San Juan Sacatepequez, Guatemala","Empresa Dedicada Agroindustria. Se dedica a la exportacion de vegetales a nivel internacional, ser una empresa vanguardista en base al desarrollo y productividad."
Agropecuaria Popoyan,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Vision Nuestra vision es ser la empresa agricola lider del area latinoamericano, aportando innovacion y mejora continua en la adaptacion de la agricultura moderna. Mision Continuar satisfaciendo las necesidades reales y expectativas de nuestros clientes proporcionando productos y servicios de la mas alta calidad ayudandolos a que sus negocios sean de alto rendimiento, basandonos en los valores de nuestra empresa"
"Agroatlantic, S.A.",Agricultura / Pesca / Ganaderia,Guatemala,"Somos productores de Banano en el Norte de Guatemala. Banano, Palma Africana y Cana en la Costa Sur de Guatemala."
Hiper Centro S.A.,Agricultura / Pesca / Ganaderia,"Mazatenango, Suchitepequez","Cadena de productos para la agro industria, importador de manguera de riego por goteo, bombas de agua, rociadoras de mochila."
Agroservicio Oriente,Agricultura / Pesca / Ganaderia,"Esquipulas, Chiquimula",Empresa que se dedica a la comercializacion de cafe y otros productos agricolas como fertilizantes y productos quimicos para constribuir al mejoramiento de la calidad del cafe.
"Monsanto de Guatemala, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Compania lider en tecnologia para el sector agricola con mas de 100 anos de experiencia en el mundo.
"Fruticola del Sur, S. A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa dedicada a la Exportacion de Frutas hacia los Estados Unidos, con mas de 20 ano de estar en el mercado, y que actualmente esta en crecimiento, debido a la demanda de estos productos."
Floricultura,Agricultura / Pesca / Ganaderia,"Jalapa, Jalapa","Empresa agricola dedicada a la produccion de geranio y semillas de flores, para exportacion"
Cosmocel Latinoamerica,Agricultura / Pesca / Ganaderia,"Amatitlan, Guatemala","Empresa de nivel mundial, dedicada a la produccion de quimicos para la Agricultura basada en Nutricion Vegetal. Nuestra mision es tener la mejor solucion para el Agricultor."
Metrocorp,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos una corporacion familiar, con empresas dedicadas a distintas ramas de produccion y servicios. La parte Agricola posee alrededor de 35 empresas. Nos dedicamos a la produccion y venta de Cafe, cana y Ganado. Nuestras fincas tienen mas de 100 anos de tener funcionamiento se ubican en el area norte y sur del pais. Las instalaciones administrativas se ubican en la capital. Nuetra vision es ubicarnos como una empresa lider en la venta de nuestros cultivos y lo lograremos a traves de contar con un equipo altamente capacitado y con buena actitud para trabajar."
MORIN,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",AGRICULTURA
Plantaciones Santa Clara,Agricultura / Pesca / Ganaderia,"San Jeronimo, Baja Verapaz",Exportadora de tomates
"FLOWWERS, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Con mas de 25 anos de experiencia en el mantenimiento de jardines, utilizando tecnologia de punta, ofrecemos variedad de servicios como la construccion y diseno de jardines, el mantenimiento de exteriores e interiores, plantacion de todo tipo, colocacion de bordes, parcelas, escaleras y jardineras."
Carborganicos Guatemaltecos,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa lider en la distribucion de materia prima, quimicos y fertilizantes en el mercado Guatemalteco"
Bio Mercantil Corp S.A.,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos una corporacion dedicada a la satisfaccion al cliente, por medio de nuestros productos y servicios, somos empresa lider en la distribucion y venta de medicamentos pecuarios en el area Porciltura, avicultora, ganaderia y pequenas especies."
Nogal Noz Sociedad Anonima,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Exportadora Nogal Noz, S.A. inicia sus actividades en Marzo del ano 2008, como consecuencia de la participacion activa en el sector agroindustrial de nuestro grupo de empresas, especializada en Comercio Internacional."
DetPon,Agricultura / Pesca / Ganaderia,"Sumpango, Sacatepequez","DetPon nace en Sumpango, Sacatepequez, Guatemala en septiembre de 1992. En el ano 2006 lanza su marca lider Pakil Awal que en dialecto maya significa ""nido de sembradores""."
Faryvet Centroamerica S.A.,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa lider en venta de Nucleos y Premezclas para Alimento terminado
"Servicios Logisticos, S.A.",Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Somos un operador logistico con mas de 20 anos de experiencia en la prestacion de servicios integrales de almacenamiento, transporte y distribucion de mercancias a nivel nacional e internacional"
Varios Negocios S A,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala","Empresa diversificada agroindustrial, nmobiliaria y de inversiones."
Monte Maria,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Empresa dedicada a la busqueda de personal capacitado y estrategico para el exito laboral. Nuestro objetivo es poder apoyar a personas en el proceso de la busqueda de un nuevo empleo.
Comercializadora General de Centroamerica S.A.,Agricultura / Pesca / Ganaderia,"Guatemala Ciudad, Guatemala",Brindamos servicios de cosecha mecanizada de cana de azucar en la region de la Costa Sur de Guatemala a los diferentes ingenios de la region. Somos una empresa en constante crecimiento debido al auge de la cosecha mecanizada de la cana de azucar.
