Empresa,Area,Ubicacion,Descripcion
Union de Bananeros de Uraba S.A. Uniban,Agricultura / Pesca / Ganaderia,Extranjero,"C.I. UNIBAN S.A. es una compania lider en Colombia en cuanto a la exportacion de Banano y Platano, posicionada en el medio como Comercializadora Internacional y con un largo recorrido historico, que inicio en Colombia con el cultivo organizado del banano a finales del Siglo XIX, cuando las transnacionales bananeras como United Brands (Chiquita), Castle & Cooke (Dole) y Delmonte, llegaron a la region del Magdalena y posteriormente a Uraba para manejar la produccion y comercializacion de esta fruta en el pais. Hasta entonces los intentos de crear companias regionales para vender banano en los Estados Unidos y Europa, con el fin de mejorar las condiciones de los productores, no habian tenido exito. Este monopolio de la industria bananera llevo a un destacado grupo de colombianos vinculados a las actividades agricolas y pecuarias de la region de Uraba a crear la Union de Bananeros de Uraba S.A. UNIBAN, el 26 de enero de 1966 con el proposito de vender la fruta en los mercados internacionales, es asi que en abril de 1969 UNIBAN hace su primer embarque de banano hacia los EE UU. Para luego en 1970 crear a Turbana Corporation, como comercializadora de UNIBAN en los Estados Unidos. Por primera vez un grupo de agricultores colombianos registro en ese pais su propia y directa fuerza de ventas. Su oficina principal funciona en Miami y distribuye desde los puertos de Bridgeport y Gulfport. En junio 3 de 1982 UNIBAN cambia de razon social para convertirse en comercializadora Internacional, su nuevo nombre: C.I. Union de Bananeros de Uraba S.A.  UNIBAN, exportadora de banano y platano (Uraba y Magdalena), exporta a los mercados de Norte America, Europa, Asia y Mediterraneo, abasteciendo con sus productos de alta calidad que cumplen con todos los estandares internacionales."
Biofertil S.A.,Agricultura / Pesca / Ganaderia,"Oreamuno, Cartago",Importacion y comercializacion de productos para el sector ganadero.
Q'lity Fish,Agricultura / Pesca / Ganaderia,---,Procesadora y comercializadora de pescado y mariscos.
Wilson FIne Meats,Agricultura / Pesca / Ganaderia,"Bagaces, Guanacaste",Procesamiento de carne de res
"Saturnia, S. A.",Agricultura / Pesca / Ganaderia,"Curridabat, San Jose","Empresa costarricense con mas de 50 anos en el mercado nacional, dedicada a la venta de Tractores e implementos Agricolas, mas sus repuestos."
Corporacion Bananera,Agricultura / Pesca / Ganaderia,"Acosta, San Jose","La Corporacion Bananera Nacional (CORBANA) es una entidad publica no estatal, creada mediante una ley de la Republica de Costa Rica en el ano 1971. Tiene como eje principal el desarrollo de la industria bananera en Costa Rica y servir al productor."
Contador Incorporado,Agricultura / Pesca / Ganaderia,"San Ramon, Alajuela",Produccion Agricola
Impagro S.A.,Agricultura / Pesca / Ganaderia,"Santa Ana, San Jose",Empresa dedicada a la fabricacion de equipo Agricola
Industrias Martec SA,Agricultura / Pesca / Ganaderia,"Aguirre, Puntarenas","Principal exportador de Pescado a nivel nacional, con propia centro de desembarco y produccion de Pargo segun metodo de granja Controlada en el oceano pacifico, funciona bajo el regimen de Zona Franca, con 36 anos de antiguedad. Ademas colecta atun, Dorado y otras especies que son exportadas a empresas transaccionales como Costco y Walmart"
Netafim,Agricultura / Pesca / Ganaderia,"San Jose, San Jose","Netafim es una empresa global el lider a nivel mundial en sistemas de riego por goteo inteligente, contamos con mas de 4,000 empleados al rededor del mundo."
Bioestimulantes Agropecuarios Internacionales SA,Agricultura / Pesca / Ganaderia,"Barva, Heredia","Venta de insumos agropecuarios, fertilizantes, Lideres en protectores solares y otros productos de alta calidad. Presencia en Centro America y Brasil. Productos de origen americano, europeo, y de Suramerica,que cumplen con estandares de alta calidad para poder competir en mercados exigentes..........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................."
TUNICHE FRUITS LTDA,Agricultura / Pesca / Ganaderia,---,Reconocida empresa de exportacion agricola con mas de 50 anos de trayectoria.
Nutrifert Nutrientes y Fertilizantes S.A.,Agricultura / Pesca / Ganaderia,"Goicoechea, San Jose",Fertilizantes y nutrientes
Alvarez y Marin Corporacion,Agricultura / Pesca / Ganaderia,"Montes de Oca, San Jose","Empresa relacionado con actividades del sector financiero, agropecuario, inmobiliario, desarrollo turistico y demas actividades de entretenimiento y del sector automotriz."
Comercializador Internacional,Agricultura / Pesca / Ganaderia,"San Jose, San Jose",Transnacional
NISA DEL PACIFICO,Agricultura / Pesca / Ganaderia,"Santa Ana, San Jose","Empresa Desarrollo Inmobilario, dedicada a la venta de terrenos y construccion de casas de playa y condominios, ubicado en la mejor zona de Garabito, cerca de Punta Leona. Ademas dentro del Grupo de empresas hay dos mas dedicadas a la produccion agricola, y exportacion, ubicada la zona de trabajo en la zona norte del pais."
"IMPORTADORA AGR LAG, LIMITADA",Agricultura / Pesca / Ganaderia,"San Jose, San Jose","Empresa que se dedica a la produccion y comercializacion de productos agricolas, como semillas, sustratos, fertilizantes, pilones de hortalizas, control biologico de plagas, estructuras para invernaderos, sistemas de riego y sistema de asesorias tecnicas."
QUINAGRO QUIMICOS PARA LA INDUSTRIA Y LA AGRICULTURA S.A.,Agricultura / Pesca / Ganaderia,"Alajuela, Alajuela","Agricola Industrial Poas S.A. se dedica a la siembra, produccion y procesamiento de especias, como la pimienta, curcuma y chile entre otros productos en armonia con el ambiente."
Agroutil S.A,Agricultura / Pesca / Ganaderia,"Heredia, Heredia","En 1976, cuando AgroUtil fue establecido, Costa Rica era un pais de tradicion agricola, con una distribucion de pequenos agricultores que empezaban a utilizar tractores y herramientas agricolas. AgroUtil fue una empresa de innovacion en ese campo introduciendo la tecnologia agricola europea con tractores de mano, pequenos arados, equipos de fumigacion y otros."
AGROINSUMOS DE CENTROAMERICA BIOGREEN SOCIEDAD ANONIMA,Agricultura / Pesca / Ganaderia,"Cartago, Cartago","Brindamos tecnologias sostenibles para la productividad agricola e industrial, dentro de un marco de aprecio por nuestro recurso humano y atencion calificada para nuestros clientes."
Agrosuperior S.A.,Agricultura / Pesca / Ganaderia,"Cartago, Cartago","Agro superior cumplimos con los mas grandes estandares de calidad, para ofrecer a nuestros clientes los mejores productos, en cuanto a procesamiento de frutas y vegetales se refiere, convirtiendonos en una empresa comprometida"
Agromeseta S.A.,Agricultura / Pesca / Ganaderia,"Barva, Heredia","Empresa que distribuye productos para agricultura y alimento para animales, venta al detalle y credito, con una sucursal en Orotina. Ademas produccion y venta de plantas. Tiene mas de 20 anos en el mercado. Pertenece a un solo socio"
Avicola H.H.S.A.,Agricultura / Pesca / Ganaderia,"Alajuela, Alajuela","Empresa Capital Costarricense, negocio familiar, desde mas de 30 anos, sector de la avicultura y comercial. Proposito de la compania es el producir y vender huevo, ademas como la crianza, desarrollo y venta de gallinas ponedora. Para garantizarnos una produccion d calidad nosotros mismos criamos y desarrollamos la pollita con un dia de nacida de la ISA BROWN y nos acogemos a los tiempos sugeridos por la ISA para lo que es la postura en la vanguardia de una buena calidad del huevo, imagen, color, y sabor."
Florana Farms,Agricultura / Pesca / Ganaderia,Extranjero,Florana Farms es un grupo dedicado a la produccion y exportacion de flores de todo tipo.
Finca San Jeronimo Costa Rica,Agricultura / Pesca / Ganaderia,"Liberia, Guanacaste",Finca agropecuaria y ganadera
Orquideas Costarricenses S.A,Agricultura / Pesca / Ganaderia,Alajuela,"Orquideas Costarricenses S.A es una empresa productora de esquejes de plantas ornamentales y bromelias, que satisface las necesidades de sus clientes mejorando continuamente la calidad de sus productos y servicios, buscando la proteccion al medio ambiente en sus procesos, en pro del bienestar social y el desarrollo personal."
Frutacent S.A,Agricultura / Pesca / Ganaderia,Heredia,"Nuestra empresa se dedica a comercializar productos perecederos tanto nacionales como importados cabe mencionar que estos productos como lo son frutas y vegetales frescos forman parte de la base fundamental de la alimentacion de la poblacion que a nuestro criterio y por razones meramente comerciales contamos con personas capacitadas el cual nos comprometen con responsabilidad con el consumidor tanto en calidad como en inocuidad. Nuestros productos son seleccionados y embolsados bajo los estandares mas exigentes de calidad son la fruta y los vegetales que nos representan, e identifican dentro del mercado nacional."
Profil-Costa Rica,Agricultura / Pesca / Ganaderia,Alajuela,Somos una empresa a nivel de Centroamerica que comercializa productos en profilaxis y nutricion para el sector pecuario.
Ecolatec c.a.,Agricultura / Pesca / Ganaderia,Extranjero,Empresa dedicada a la comercializacion y distribucion de tecnologia agricola ecologica. Especializada en equipos solares para el control de plagas en cultivos agricolas.
"Ticoplant TSA, S.A.",Agricultura / Pesca / Ganaderia,Alajuela,Ticoplant es una empresa productora y exportadora de esquejes de plantas ornamentales.
Frutera Importadores y Distribuidores,Agricultura / Pesca / Ganaderia,Heredia,Empresa dedicada a la importacion y distribucion de frutas frescas a nivel nacional.
Comercializadora Bananeros de Costa Rica S.A.,Agricultura / Pesca / Ganaderia,"Santa Ana, San Jose","Banacol es una corporacion integrada verticalmente, dedicada a la produccion y comercializacion de frutas y verduras para ser exportadas a otros paises, actualmente a Estados Unidos y Europa. Igualmente, ofrecemos otros servicios como: venta de insumos agroindustriales y prestacion de servicios logisticos."
Granja Roblealto,Agricultura / Pesca / Ganaderia,"Heredia, Heredia",Actividad Avicola Venta de pollita ponedora y pollo de engorde de 1 dia de nacidos. Actividad Ganado lechero
Heliconiadel Caribe S.A.,Agricultura / Pesca / Ganaderia,"Siquirres, Limon",Empresa dedicada a la produccion y exportacion de flores y follajes desde 1990
Proave,Agricultura / Pesca / Ganaderia,Alajuela,Planta de proceso de pollo
Arcopsa,Agricultura / Pesca / Ganaderia,"Alajuela, Alajuela",Cooperativa de Artesanas en crecimiento de la zona norte
"Swissmex-Rapid, S.A. de C.V.",Agricultura / Pesca / Ganaderia,Extranjero,"Swissmex-Rapid, S.A. de C.V. es un empresa mexicana con casi 50 anos en el mercado, dedicada a la fabricacion de equipos agricolas como pulverizadores manuales, de motor a gasolina, electricos, de tractor, cosechadoras de forraje, molinos, fertilizadores,etc. Exportamos a mas de 30 paises en los cinco continentes."
ByC Exportadores del Valle de Ujarras S.A,Agricultura / Pesca / Ganaderia,"Paraiso, Cartago","Somos una importante empresa, dedicada a la exportacion, hemos sido certificados por grandes marcas como Marca Pais, con el objetivo de seguir creciendo continuamente."
Fidesplants S.A,Agricultura / Pesca / Ganaderia,Alajuela,Empresa Transnacional mas de 22 anos de trayectoria en la industria agricola. Dedicada a la produccion y exportacion de esquejes.
Grupo Corporativo RG,Agricultura / Pesca / Ganaderia,"San Jose, San Jose","El Grupo Corporativo RG es una empresa ganadera de capital nacional, dedicada al comercio de la Carne. Ubica sus instalaciones en la Zona Norte del Pais y cuenta con mas de 50 anos de experiencia en el ramo. Su objetivo es satisafacer a un mercado (en el ramo de la carne) exigente."
Florexpo S.A.,Agricultura / Pesca / Ganaderia,"Paraiso, Cartago","Florexpo S.A., lider global en la produccion y distribucion de esquejes sin raices."
Profil-Costa Rica,Agricultura / Pesca / Ganaderia,Alajuela,Somos una empresa a nivel de Centroamerica que comercializa productos en profilaxis y nutricion para el sector pecuario.
Corporacion Del MOnte,Agricultura / Pesca / Ganaderia,"San Jose, San Jose","Favor eliminar la cuenta que habia anteriormente *****@cr.freshdelmonte.com ___________________________________________________________________ DelMonte es una empresa dedicada a la exportacion de fruta fresca alrededor del mundo. Tiene presencia en 50 paises con una fuerza laboral de 45.000 empleados a nivel mundial. En Costa Rica, es la primera exportadora de fruta fresca para lo cual tiene extensas plantaciones de banano en la zona atlantica y de pina en la zona sur y norte del pais. Tambien posee plantaciones meloneras en Guanacaste. Tiene 40 anos de haberse iniciado en el pais. Su casa Matriz esta en Estados Unidos."
Coopeapacona R.L,Agricultura / Pesca / Ganaderia,"Guatuso, Alajuela","Nuestra empresa se dedica principalmente a la produccion y exportacion de pina fresca, ademas se binda el servicio de Maquila de Pina Fresca y servicio de Soldadura Industrial."
Adapex,Agricultura / Pesca / Ganaderia,"Cartago, Cartago",Venta de minivegetales
Agricola del Valle,Agricultura / Pesca / Ganaderia,"Escazu, San Jose",Produccion y exportacion de pina
Coopecoronado,Agricultura / Pesca / Ganaderia,"Vasquez de Coronado, San Jose",Coopecoronado es una empresa comercializadora de productos lacteos y bebidas con 30 anos en el mercado
Centro Agricola Cantonal Santa Ana,Agricultura / Pesca / Ganaderia,"Santa Ana, San Jose","Centro agricola cantonal santa ana,"
Jardineria La reina de las flores,Agricultura / Pesca / Ganaderia,Cartago,"Compania se dedica a la producion de plantas ornamentales,pastoras a fin de ano y su distribucion a nivel nacional"
Exportaciones Marinas del Golfo S.A.,Agricultura / Pesca / Ganaderia,Heredia,"Exportaciones Marinas del Golfo S.A. es una empresa dedicada a la venta, distribucion y exportacion de pescado y mariscos. Actualmente se encuentra desarrollando la actividad de cosecha y siembra de camaron a nivel industrial."
TIQUESO,Agricultura / Pesca / Ganaderia,"San Jose, San Jose",Distribuidora de Queso
Frutera Importadores y Distribuidores,Agricultura / Pesca / Ganaderia,Heredia,Empresa dedicada a la importacion y distribucion de frutas frescas a nivel nacional.
Comercializadora Bananeros de Costa Rica S.A.,Agricultura / Pesca / Ganaderia,"Santa Ana, San Jose","Banacol es una corporacion integrada verticalmente, dedicada a la produccion y comercializacion de frutas y verduras para ser exportadas a otros paises, actualmente a Estados Unidos y Europa. Igualmente, ofrecemos otros servicios como: venta de insumos agroindustriales y prestacion de servicios logisticos."
Sol y Verde S.A,Agricultura / Pesca / Ganaderia,Alajuela,"-------------- empresa plagio------------- Sol y Verde S.A con sede en San Ramon Alajuela, es una compania dedicada a la exportacion de plantas ornamentales desde hace mas de 20 ano, la cual es lider en su variedad de plantas. El objetivo de nuestra empresa esta enfocado en ofrecer al mercado mundial un producto de primera calidad para el embellecimiento de jardines y zonas verdes en todo el mundo. Contamos con fincas propias totalmente cultivadas en las tierras mas fertiles de Costa Rica con el tipo de variedad de planta de mas demanda en el mercado internacional."
"Swissmex-Rapid, S.A. de C.V.",Agricultura / Pesca / Ganaderia,Extranjero,"Swissmex-Rapid, S.A. de C.V. es un empresa mexicana con casi 50 anos en el mercado, dedicada a la fabricacion de equipos agricolas como pulverizadores manuales, de motor a gasolina, electricos, de tractor, cosechadoras de forraje, molinos, fertilizadores,etc. Exportamos a mas de 30 paises en los cinco continentes."
Tropica Tica S.A,Agricultura / Pesca / Ganaderia,Alajuela,"Tropica Tica S.A es una empresa dedicada al diseno y construccion de jardines para las areas comercial, industrial y residencial.Ademas del mantenimiento de jardines y areas verdes .Tenemos 20 anos en el mercado"
Fidesplants S.A,Agricultura / Pesca / Ganaderia,Alajuela,Empresa Transnacional mas de 22 anos de trayectoria en la industria agricola. Dedicada a la produccion y exportacion de esquejes.
"Productora Hermanos Rios, S.A.",Agricultura / Pesca / Ganaderia,Cartago,"Nuestra empresa se dedica a la produccion y exportacion de chayote principalmente, en alianza con una empresa en Miami Estados Unidos, logramos tambien la comercializacion de ayote, yuca, malanga y otros tuberculos."
Jardineria La reina de las flores,Agricultura / Pesca / Ganaderia,Cartago,"Compania se dedica a la producion de plantas ornamentales,pastoras a fin de ano y su distribucion a nivel nacional"
Seticas S.A,Agricultura / Pesca / Ganaderia,Alajuela,Empresa emergente. Dedicada a la produccion y procesamiento de hongos comestibles.
Stfm sa,Agricultura / Pesca / Ganaderia,"Sarapiqui, Heredia","Produccion,exportacion y comercialisacion de frutas ."
Clintonsson Travel,Agricultura / Pesca / Ganaderia,San Jose,- Fincas/quintas agricolas-ganaderas-turisticas.
Heliconiadel Caribe S.A.,Agricultura / Pesca / Ganaderia,"Siquirres, Limon",Empresa dedicada a la produccion y exportacion de flores y follajes desde 1990
Agro Pro Centroamerica S.A.,Agricultura / Pesca / Ganaderia,"La Union, Cartago",Agro Pro Centromerica S.A. se dedica a la comercializacion de productos fitosanitarios.
Confidencial,Agricultura / Pesca / Ganaderia,Alajuela,"La empresa se dedica al cultivo y exportacion de la pina gold, desde el ano 2007 por lo que esta en constante crecimiento, dentro de sus objetivos esta el crecimiento produccion de pina con fines de exportacion bajo normas y estandares de calidad vigentes en el mercado internacional."
Corporacion Bananera Nacional,Agricultura / Pesca / Ganaderia,San Jose,"Corbana es la entidad reguladora de subsidios bananeros, creada en 1971, entidad publica no estatal con la mision de servir al productor nacional mediante programas de asistencia tecnica e industrial."
Bimbo de Costa Rica S.A,Agricultura / Pesca / Ganaderia,"Heredia, Heredia",Se didaca a la produccion de Pan
Probeta,Agricultura / Pesca / Ganaderia,"La Union, Cartago",Manufactura de insumos para la industria agropecuaria
HidroPlant,Agricultura / Pesca / Ganaderia,"Belen, Heredia","Empresa 100% costarricense. Dedicada a la venta y distribucion de equipos de riego e implementos Agricolas por mas de 27 anos. Buscamos contador privado, debidamente colegiado, con dos anos de experiencia como minimo."
Pollos Don Jose,Agricultura / Pesca / Ganaderia,"Grecia, Alajuela","Somos una empresa resiente, con expectativas de crecimiento a mediano plazo, dedicada al sacrificio, procesamiento y venta de carne de pollo y sus diferentes cortes."
Julio Antonio Aguilar Ramirez,Agricultura / Pesca / Ganaderia,"Mora, San Jose","Somos distribuidores de verduras y frutas, buscamos personas que conozcan alistar pedidos, compra de verduras y con licencia B2 al dia, con servicio al cliente."
Coopelibertad R.L.,Agricultura / Pesca / Ganaderia,"Heredia, Heredia","Empresa Cafetalera con 54 anos de existencia, procesa el cafe y lo vende a nivel nacional e internacional"
Mist & More Costa Rica,Agricultura / Pesca / Ganaderia,"Aserri, San Jose",Empresa dirigida al Sector Industrial. En Mist and More CR nos especializamos en en ofrecer soluciones en alta presion para enfriamiento. Nuestros sistemas estan disenados para suplir las necesidades en el ambito animal y humano.
Tomatissimo,Agricultura / Pesca / Ganaderia,"Cartago, Cartago","Somos una empresa dedicada a la produccion y exportacion de diferentes variedades de tomate hidroponico, usando la mas alta tecnologia en Centro America."
Naandanjain Costa Rica SA,Agricultura / Pesca / Ganaderia,"Belen, Heredia","Empresa dedicada a la venta de productos, diseno y ejecucion de proyectos de riego tanto agricola como landscaping a lo ancho del territorio nacional, tambien contamos con desarrollo de proyectos de estructuras agropecuarias tales como invernaderos, casa mallas, bodegas de almacenamiento, etc."
Tropical Fruit,Agricultura / Pesca / Ganaderia,Extranjero,Nos dedicamos a la produccion de pina
R y S Ornamentales,Agricultura / Pesca / Ganaderia,Alajuela,Exportacion de plantas ornamentales
"Importadores de Frutas, S.A.",Agricultura / Pesca / Ganaderia,San Jose,Somos una empresa dedicada a la importacion de frutas y otros.
Rio Tapezco Ltda.,Agricultura / Pesca / Ganaderia,San Jose,Rio Tapezco Ltda. Es una empresa dedicada a la produccion y expotacion de flor.
Golden Bite,Agricultura / Pesca / Ganaderia,San Jose,Empresa dedicada a la comercializacion de alimento para perros
Arboles Decorativos,Agricultura / Pesca / Ganaderia,"San Ramon, Alajuela","Venta Nacional de plantas decorativas y otros productos de agricultura, radicados en San Ramon con distribucion a nivel nacional."
Plantaciones Exoticas S. A.,Agricultura / Pesca / Ganaderia,Cartago,Empresa dedicada a la produccion y venta de plantas ornamentales
Central Azucarera Tempisque S.A.,Agricultura / Pesca / Ganaderia,Guanacaste,"CATSA es una de las principales empresas agroindustriales a nivel nacional, contamos con una poblacion de 450 empleados de tiempo completo por todo el ano y 500 empleados temporales durante la temporada de cosecha (ZAFRA). Buscamos personal orientado al incremento de nuestros resultados y para ello nos enfocamos en personal que cuenten con diversos intereses, habilidades, nivel educativo."
Finca la Alegria Del Volcan Irazu S.A.,Agricultura / Pesca / Ganaderia,"Limon, Limon",Cuido y mantenimiento de finca Animales de granja Vigilancia de finca
Frutera del Litoral,Agricultura / Pesca / Ganaderia,Heredia,Importadores y Distribuidores de Frutas Frescas
Floristeria Azalea,Agricultura / Pesca / Ganaderia,San Jose,"Azalea nace como un concepto diferente en flores, buscamos la fusion de elementos vivos e inertes con diferentes tipos de flores. Marcamos la diferencia con nuestros disenos, en cuestiones de arreglos y combinaciones florales nos diferenciamos el resto de las opciones del mercado."
Decojardines,Agricultura / Pesca / Ganaderia,"Paraiso, Cartago","Decojardines se dedica al mantenimiento y decoracion de jardines y zonas verdes. Desde un terreno en tierra hasta la decoracion con arboles, arbustos, plantas ornamentales, poda, fertilizacion, riego de toda clase de plantas (orquideas, frutales, ornamentales, medicinales etc)"
Swiss Tropical Fruit,Agricultura / Pesca / Ganaderia,Heredia,Somos una productura y exportadora de pna y banano.
Agromeseta S.A.,Agricultura / Pesca / Ganaderia,"Barva, Heredia",Empresa dedicada a la comercializacion de agroquimicos
Saturnia S.A.,Agricultura / Pesca / Ganaderia,"Curridabat, San Jose",Distribuidor de maquinaria e implementos agricolas.
Arboles Decorativos,Agricultura / Pesca / Ganaderia,"San Ramon, Alajuela","Venta Nacional de plantas decorativas y otros productos de agricultura, radicados en San Ramon con distribucion a nivel nacional."
Plantaciones Exoticas S. A.,Agricultura / Pesca / Ganaderia,Cartago,Empresa dedicada a la produccion y venta de plantas ornamentales
Tropical Fruit,Agricultura / Pesca / Ganaderia,Extranjero,Nos dedicamos a la produccion de pina
R y S Ornamentales,Agricultura / Pesca / Ganaderia,Alajuela,Exportacion de plantas ornamentales
Central Azucarera Tempisque S.A.,Agricultura / Pesca / Ganaderia,Guanacaste,"CATSA es una de las principales empresas agroindustriales a nivel nacional, contamos con una poblacion de 450 empleados de tiempo completo por todo el ano y 500 empleados temporales durante la temporada de cosecha (ZAFRA). Buscamos personal orientado al incremento de nuestros resultados y para ello nos enfocamos en personal que cuenten con diversos intereses, habilidades, nivel educativo."
Finca la Alegria Del Volcan Irazu S.A.,Agricultura / Pesca / Ganaderia,"Limon, Limon",Cuido y mantenimiento de finca Animales de granja Vigilancia de finca
"Importadores de Frutas, S.A.",Agricultura / Pesca / Ganaderia,San Jose,Somos una empresa dedicada a la importacion de frutas y otros.
Rio Tapezco Ltda.,Agricultura / Pesca / Ganaderia,San Jose,Rio Tapezco Ltda. Es una empresa dedicada a la produccion y expotacion de flor.
Golden Bite,Agricultura / Pesca / Ganaderia,San Jose,Empresa dedicada a la comercializacion de alimento para perros
Frutera del Litoral,Agricultura / Pesca / Ganaderia,Heredia,Importadores y Distribuidores de Frutas Frescas
Fertilizantes Sal del Istmo,Agricultura / Pesca / Ganaderia,San Jose,Productor y comercializador de fertilizantes. 47 anos de experiencia en el mercado agricola.
Floristeria Azalea,Agricultura / Pesca / Ganaderia,San Jose,"Azalea nace como un concepto diferente en flores, buscamos la fusion de elementos vivos e inertes con diferentes tipos de flores. Marcamos la diferencia con nuestros disenos, en cuestiones de arreglos y combinaciones florales nos diferenciamos el resto de las opciones del mercado."
Empresa Agricola,Agricultura / Pesca / Ganaderia,"Parrita, Puntarenas",Empresa Agricola con operaciones en Centro America.
Futraacsa,Agricultura / Pesca / Ganaderia,San Jose,Empresa de Fumigacion Aerea con operaciones en la Zona Atlantica.
Compania Agricola BC,Agricultura / Pesca / Ganaderia,"Upala, Alajuela","Compania Agricola BC Nace en el ano 1996, en Quebrada Grande Yolillal Upala, como el objetivo de vender y comercializar pina internacionalmente. Actualmente comercializa con paises como Europa y Estados Unidos El personal de la empresa oscila entre las 350 personas."
Coopeleche R.L,Agricultura / Pesca / Ganaderia,"San Ramon, Alajuela",Industrializacion de lacteos
Chiriqui Land Company,Agricultura / Pesca / Ganaderia,Limon,"Empresa productora de BANANO, CHIQUITA"
Neoambienta,Agricultura / Pesca / Ganaderia,"Vasquez de Coronado, San Jose","Empresa dedicada a el paisajismo, jardineria y huertos urbanos organicos"
Craisa S.A.,Agricultura / Pesca / Ganaderia,Heredia,"Empresa dedicada a la venta de maquinaria agricola e industrial, con mas de 15 anos de trayectoria nacional."
Ecoterra,Agricultura / Pesca / Ganaderia,"Barva, Heredia","Un precioso jardin comienza con un cliente que lo desee y para esto busca un experto que le provea un diseno innovador.  En ECO TERRA LANDSCAPING creamos jardines unicos, atractivos y funcionales- jardines que realzaran la belleza, y el valor de su propiedad.  Nosotros creamos inolvidables ambientes exteriores que podran ser disfrutados dia con dia."
Fertilizantes Sal del Istmo,Agricultura / Pesca / Ganaderia,San Jose,Productor y comercializador de fertilizantes. 47 anos de experiencia en el mercado agricola.
Compania Agricola BC,Agricultura / Pesca / Ganaderia,"Upala, Alajuela","Compania Agricola BC Nace en el ano 1996, en Quebrada Grande Yolillal Upala, como el objetivo de vender y comercializar pina internacionalmente. Actualmente comercializa con paises como Europa y Estados Unidos El personal de la empresa oscila entre las 350 personas."
Futraacsa,Agricultura / Pesca / Ganaderia,San Jose,Empresa de Fumigacion Aerea con operaciones en la Zona Atlantica.
Chiriqui Land Company,Agricultura / Pesca / Ganaderia,Limon,"Empresa productora de BANANO, CHIQUITA"
Ecoterra,Agricultura / Pesca / Ganaderia,"Barva, Heredia","Un precioso jardin comienza con un cliente que lo desee y para esto busca un experto que le provea un diseno innovador.  En ECO TERRA LANDSCAPING creamos jardines unicos, atractivos y funcionales- jardines que realzaran la belleza, y el valor de su propiedad.  Nosotros creamos inolvidables ambientes exteriores que podran ser disfrutados dia con dia."
ECOVIDA Refugio Lapa Verde,Agricultura / Pesca / Ganaderia,Heredia,"En el Refugio Lapa Verde se protege aprox. 1675 hectareas, de los cuales 1000 hectareas estan cubiertos de bosques tropicales. El terreno forma parte del corredor biologico San Juan - La Selva y se encuentra en su parte mas angosta. Actualmente se dedica a la conservacion de recursos naturales y proteccion de vida silvestre. El Refugio Lapa Verde pertenece a una red de varias organizaciones de proteccion. Tenemos como vecinos y contrapartes las ONGs ""OET - La Selva"" (Organizacion de Estudios Tropicales), ""La Tirimbina"" (Reserva biologica), ""CCT- Centro Cientifico Tropical"". A la vez somos miembros de de la ""Asociacion de Reservas Privadas de Costa Rica""."
Carniceria el Barrio,Agricultura / Pesca / Ganaderia,Cartago,"Carniceria El Barrio Vendemos carne de res, cerdo y pollo"
Camara de Productores de Cana de San Carlos,Agricultura / Pesca / Ganaderia,Alajuela,"Somos una Asociacion sin fines de Lucro que representa los intereses de los pequenos y medianos productores de cana de la zona norte desde 1970. Nos dedicamos a la venta de insumos agropecuarios, ferreteria, pinturas y otros. Tenemos 4 Almacenes ubicados en Ciudad Quesada-San Carlos, Pavon de Los Chiles- Boca Arenal de Cutris, La Lucha de La Tigra."
Hacienda San Jeronimo,Agricultura / Pesca / Ganaderia,Puntarenas,Rancho agrciola y ganadero
Comercializadora,Agricultura / Pesca / Ganaderia,Extranjero,Produccion y comercializacion
Gandaderia Diamante,Agricultura / Pesca / Ganaderia,Guanacaste,Somos una organizacion dedicada a la podruccion de ganado porcino contamos con una experiencia de mas de 15 anos. Nos gusta trabajar en comunion con el medio ambiente y creemos que el recurso humano es la clave del desarrollo de las organizaciones.
Tree Trust S.A.,Agricultura / Pesca / Ganaderia,"Atenas, Alajuela","Somos una empresa que se dedica de reforestacion de teca y ganaderia. Nuestra finca de 500 hectareas se divide en 200 ha. de reforestacion, 150 ha. de bosque natural y 150 ha de potrero. A parte de nuestra actividad actual estamos interesados en desarrollar otras actividades relacionado con los recursos naturales que posea la finca."
Fabrica Nacional de Licores,Agricultura / Pesca / Ganaderia,"Alajuela, Alajuela",Se dedica al comercio
Cafecoop R.L.,Agricultura / Pesca / Ganaderia,"Montes de Oca, San Jose","Cafecoop es un Consorcio de 7 Cooperativas que se dedican a la caficultura, esta empresa su objetivo es la comercializacion del cafe en el exterior, venta y negociacion de contratos de las Cooperativas que conforman Cafecoop"
"Tecnocultivo Superior de Coris, S.A.",Agricultura / Pesca / Ganaderia,"Cartago, Cartago","Se dedica al cultivo hidroponico de tomate, para venta nacional y para exportacion."
Flores y Follajes del Caribe,Agricultura / Pesca / Ganaderia,"Guacimo, Limon","Agronegocio de produccion de plantas ornamentales y tambien de agroturismo. Ubicada en el Canton de Guacimo, provincia de Limon. Corresponde a una sociedad anonima de capital costarricense de base tecnologica."
Yara Costa Rica,Agricultura / Pesca / Ganaderia,"San Jose, San Jose",Yara ofrece minerales fertilzntes para el mercado de agricultura en Costa Rica.
