Empresa,Area,Ubicacion,Descripcion
Point Chile S.A.,Agricultura / Pesca / Ganaderia,"Santiago - Quilicura, R.Metropolitana","Empresa con 30 anos experiencia en el rubro de importacion y distribucion de productos para la agricultura y salud publica. Nuestra mision esta orientada en satisfacer las necesidades de nuestros clientes por medio de la oferta de insumos de calidad, apoyo profesional permanente y precios competitivos que permiten dar soluciones concretas al sector agroindustrial."
Tres Arroyos,Agricultura / Pesca / Ganaderia,"Temuco, Araucania","Empresa dedicada a la crianza y engorda de bovinos de carne, produccion de cereales: trigo, avena, cebada, triticale, produccion de praderas, en la zona de Cunco, novena region"
Hortifruticola Del Rosario S.A.,Agricultura / Pesca / Ganaderia,"Colina, R.Metropolitana","Empresa productora de fruta de exportacion ubicada en Colina, prestando servicios de embalaje, frio y despacho SAG, cumpliendo con estandares en higiene y calidad requeridos por la normativa nacional y los distintos mercados internacionales (HACCP, BPA)."
IN-PACTA SPA,Agricultura / Pesca / Ganaderia,"Pirque, R.Metropolitana",In-Pacta provee de insumos agricolas innovadores que aumentan la eficiencia y la calidad de los procesos productivos en vinas y frutales. Somos representantes de empresas lideres en Europa que proveen de productos para construir estructuras de alta calidad; asi como productos de nutricion amigables con el medio ambiente.
Vitafrut,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana",Corretaje de productos agricolas
Forestal Parral,Agricultura / Pesca / Ganaderia,"Rio Claro, Maule","Empresa privada dedicada al rubro Agricola, Forestal y Ganadero"
Unigen Seeds Chile Limitada,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",Unigen Seeds es filial representante en Chile de United Genetics Company.
ORGANIC FRUITS CHILE SA,Agricultura / Pesca / Ganaderia,"Coihueco, Biobio","Somos una empresa que producimos, procesamos y exportamos berries organicos a mercados norteamericanos, europeos y asiaticos. Entregamos un fruto de calidad al consumidor final gracias al manejo eficiente de nuestros cultivos y la experiencia ganada durante mas de 20 anos en el rubro."
Ocean treasure Foods,Agricultura / Pesca / Ganaderia,---,
Agricola Garces,Agricultura / Pesca / Ganaderia,"Curico, Maule","Somos una empresa lider en la exportacion de fruta fresca, tanto de la VI como de la VII Region. Nuestra mision es ser los mejores productores de cerezas y fruta fresca para el consumidor de forma sustentable."
Nucis Austral S.A.,Agricultura / Pesca / Ganaderia,"Linares, Maule","Empresa del Rubro Agricola, productora de Nueces. Lider en el rubro contando con los mas altos estandares de produccion y tecnologias que le permiten obtener productos de exportacion de alta gama."
ACONCAGUA SPA,Agricultura / Pesca / Ganaderia,"Vina del Mar, Valparaiso","Empresa del sector Agro-Industrial, dedicada al Desarrollo de Proyecto de tratamiento de aguas, manejo de riles y tranques de Aguas."
coagra,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins","Coagra empresa lider en la region, ubicada en San Francisco de Mostazal, con distribucion a nivel nacional, dedicada al rubro agroindustria en la entrega de productos agricolas, ferreteria, semillas, ect."
agrosumitech,Agricultura / Pesca / Ganaderia,"Santiago - Vitacura, R.Metropolitana","Somos una empresa con excelencia en el suministro de materias primas . Basandonos en optimos controles de calidad, estandares internacionales y con basta experiencia en logistica y gestion, logramos nuestros objetivos gracias a nuestro equipo de trabajo audaz y eficiente."
Chile Hides,Agricultura / Pesca / Ganaderia,"Valdivia, Los Rios",EMpresa dedicada a la compra y exportacion de cuero salado de res.
Inversiones Patra SpA,Agricultura / Pesca / Ganaderia,"Santiago - Quilicura, R.Metropolitana",Planta de Maduracion y procesamiento de Frutas y Verduras. Una de las Empresas del Holding Pyme Inversiones MSC que este ano comienza su funcionamiento en la comuna Quilicura busca operarios y gruero.
Laboratorio de Analisis Quimico,Agricultura / Pesca / Ganaderia,"Santiago - Maipu, R.Metropolitana","Somos una empresa lider, eficaz y eficiente, lideres en el analisis de alimentos. buscamos soluciones integrales y rapidas hacia nuestros clientes. brindamos un servicio de excelencia y mejoramos de manera continua nuestros procesos analiticos."
MAYPI LIMITADA,Agricultura / Pesca / Ganaderia,"Chimbarongo, Libertador B. O Higgins",EMPRESA DE SERVICIOS DE MAQUINARIA AGRICOLA-TRANSPORTES Y AGRICULTURA-INVERSIONES- SERVICIOS DE MANO DE OBRA .- CON MAS DE 20 ANOS EN LOS RUBROS INDICADOS.-
AGROINDUSTRIAL Y COMERCIAL SUPERFRUIT,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins","IMPORTANTE EMPRESA DEL SECTOR AGROINDUSTRIAL, DEDICADA A LA PRODUCCION, ELABORACION Y COMERCIALIZACION DE FRUTA SECA Y DESHIDRATADA. CONTAMOS CON PLANTA DE TIERNIZADO DE CIRUELA SECA Y PLANTAS PARA EL PROCESO DE NUECES."
AF CHILE S.A.,Agricultura / Pesca / Ganaderia,"Temuco, Araucania","Somos una empresa que trabaja en Uruguay, Brasil y Chile dedicada a la administracion de activos y a brindar servicios forestales. Ofrecemos soluciones integrales a nuestros clientes atendiendo la seguridad y el bienestar de nuestros operarios, el cuidado responsable del medio ambiente, los requisitos legales y la etica como valor fundamental."
Agricola Walnuts Ltda,Agricultura / Pesca / Ganaderia,"Santiago - Nunoa, R.Metropolitana","Empresa Agricola , Plantacion Avellanos Europeao Ubicada en comuna de Pelarco."
mundo de animalitos,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana",venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.venta productos para mascotas.
Salmones Aysen S.A.,Agricultura / Pesca / Ganaderia,"Puerto Montt, Los Lagos",Salmones Aysen S.A. es una empresa Salmonera enfocada 100% en el cultivo y comercializacion del Salmon del Pacifico (Coho). AYSENCOHO
"SOC. IMPORT. EXPORT., Y COM. BAHIA SPA",Agricultura / Pesca / Ganaderia,"Santiago - Las condes, R.Metropolitana","EMPRESA IMPORTADORA, EXPORTADORA ELABORADORA Y COMERCIALIZADORA DE PRODUCTOS MARINOS, CONSISTENTES EN HARINAS DE CALAMAR, ALGAS, CRUSTACEOS, MERCADO ENFOCADO A LA INDUSTRIA DE CONSUMO ANIMAL-"
Super Salmon,Agricultura / Pesca / Ganaderia,"Puerto Montt, Los Lagos","Importante empresa salmonera ubicada en la decima region, que se dedica a la produccion y procesamiento de Salmones, con una operacion durante todo el ano. Busca en esta oportunidad Operarios para trabajar en su Planta de Procesos ubicada en Chiloe."
VINA ECHEVERRIA LTDA.,Agricultura / Pesca / Ganaderia,"Molina, Maule","Empresa dedicada a la produccion, elaboracion, comercializacion y exportacion de productos Vitivinicolas. Somos una empresa global, con clientes en todo el mundo, ofrecemos una amplia y diversa seleccion de productos."
GROWTEC SPA,Agricultura / Pesca / Ganaderia,"Santiago - Las condes, R.Metropolitana",Somos una empresa nueva en el mercado. con gran proyeccion en le mercado . importacion compra y venta de semillas .estamos partiendo y queremos dar oportunidad a profesionales para crecer juntos.
Terramar Chile Spa,Agricultura / Pesca / Ganaderia,"Colina, R.Metropolitana",
Granja Avicola El Yugo Spa,Agricultura / Pesca / Ganaderia,"Quilpue, Valparaiso","Empresa dedicada a la produccion de huevos, con mas de 30 anos en el mercado, considerada una mediana empresa en el rubro, ubicada en el Camino Lo Orozco, cercano a Quilpue."
SOCIEDAD AGRICOLA CULLINCO LTDA,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins","IMPORTANTE EMPRESA AGRICOLA UBICADA EN LA SEXTA REGION, CON VARIOS ANOS DEDICADA A LA EXPLOTACION DE FRUTA. CON GRAN PROYECCION INTERNACIONAL.es una sociedad que se constituyo en marzo de 1992, desde entonces se ha dedicado a la explotacion de productos agricolas, mediante la implementacion de siembras, operacion de cultivos y la comercializacion de sus respectivos productos."
AGRICOLA MILLAHUE LIMITADA,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins","EMPRESA AGRICOLA CON PREDIOS A NIVEL NACIONAL, DEDICADA A LA PRODUCCION DE CLEMENTINAS, CEREZAS, UVA Y OTROS."
MIPlagas,Agricultura / Pesca / Ganaderia,Biobio,"IPlagas Ltda., nace en mayo de 2012, su fundadora posee mas de 20 anos de experiencia en el control, investigacion, desarrollo en manejo integrado de plagas y diagnostico de enfermedades. MIPlagas Ltda. nacio de la idea de manejar integralmente, con enfasis en el control biologico, plagas Agricolas, Pecuarias, Forestales, Industriales y Domesticas, realizar Diagnostico de enfermedades e investigacion en su control. Es una empresa nueva que asesora sanitariamente y ofrece control principalmente biologico y Diagnostico de enfermedades a pequenos y medianos propietarios abarcando cerca de 20.000 has de Eucalipto y 2.000 de Pino. Dada esta experiencia y las constantes salidas a terreno, recorriendo bosques desde la region de Valparaiso hasta la de Los Lagos."
viveros chile s.a.,Agricultura / Pesca / Ganaderia,"Santiago - La Reina, R.Metropolitana","Es un Vivero de arboles nativos que esta en Paine, tenemos las oficinas en La Reina, llevamos en el Rubro mas de 10 anos, en paisajismo, desarrollo de jardines y plantas de retail."
LLANOS Y WAMMES SOCIEDAD COMERCIAL LTDA.,Agricultura / Pesca / Ganaderia,"Puente Alto, R.Metropolitana","Somos una empresa dedicada al comercio y ventas, enfocados en la superacion personal, en busqueda del crecimiento continuo de nuestro equipo, para asi posicionarnos como la franquicia lider en la distribucion de nuestra marca representada."
Fruticola Huentelauquen,Agricultura / Pesca / Ganaderia,"Canela, Coquimbo","Sociedad fruticola productora de Paltas y Papayas en un predio de 32 hectareas. Elaboracion de productos derivados de la agricultura, ubicada en Huentelauquen"
BLUMAR S.A.,Agricultura / Pesca / Ganaderia,"Santiago - Las condes, R.Metropolitana",Blumar Seafoods es una organizacion de clase mundial dedicada a la pesca y acuicultura.
Vina Las Veletas,Agricultura / Pesca / Ganaderia,"San Javier, Maule",Empresa del rubro Vitivinicola
Agricola La Hornilla,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana","Atendemos las necesidades de los consumidores en mercados extranjeros con fruta de alta calidad y satisfaccion al cliente. La responsabilidad, confiabilidad y calidad de nuestros procesos, junto al apoyo de un equipo multidisciplinario de excelencia, permite distinguirnos dentro de la industria fruticola y agroindustrial ."
maxcon ltda,Agricultura / Pesca / Ganaderia,"Concepcion, Biobio","maxcon ltda es una empresa del rubro agricola y forestal, dedicada principalmente a la prestacion de servicios a las empresas forestales de la zona, en los ambitos propios de las actividades forestales."
INVERSIONES GANU LIMITADA,Agricultura / Pesca / Ganaderia,"Quillota, Valparaiso",Somos un grupo de empresas del area agricola destinada a la produccion de paltos y arandanos organicos de exportacion.
Comestibles Pavijo,Agricultura / Pesca / Ganaderia,"Santiago - Cerrillos, R.Metropolitana","Somos una empresa de tradicion familiar dedicada a la produccion de tripas para embutidos. Con mas de 100 anos en el mercado nuestro negocio es el entendimiento de las necesidades especificas de nuestros clientes, desde la produccion artesanal hasta la fabricacion industrial."
Agricola Colina,Agricultura / Pesca / Ganaderia,"Colina, R.Metropolitana","Empresa dedicada al rubro agricola, con mas de 30 anos ubicada en la comuna de colina con un grato ambiente laboral."
beOne,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana",Comercializadora y exportadora de los productos fruticolas que se cultivan en toda la geografia chilena para su venta y distribucion en diferentes regiones del mundo.
Ecofor,Agricultura / Pesca / Ganaderia,"Puerto Montt, Los Lagos",Empresa de servicios forestales con mas de 10 anos de experiencia en el sur de chile
Vivero y Arboles Frutales La Serena Ltda.,Agricultura / Pesca / Ganaderia,"La Serena, Coquimbo","Empresa productora de Arboles Frutales de alta calidad. Con 32 anos en el rubro del viverismo. Principalmente ventas al por mayor de citricos, con contratos de un ano."
Hacienda Bufalina,Agricultura / Pesca / Ganaderia,"Linares, Maule","Hacienda Bufalina es una pequena micro empresa ubicada en Linares. Nos dedicamos a fabricar mozzarella de vaca y de bufala, lo hacemos de forma artesanal, tenemos un pequeno campo y una pequena queseria"
Agroindustrial Panagro S.A.,Agricultura / Pesca / Ganaderia,"Chimbarongo, Libertador B. O Higgins",Somos una empresa en el negocio de la agroindustria por poco mas de 10 anos. En este corto periodo hemos alcanzado una excelente reputacion en el mercado asiatico por nuestra excelente calidad de fruta y preocupacion por hacer las cosas cada vez mejor.
AGRICOLA UAC LTDA,Agricultura / Pesca / Ganaderia,"Copiapo, Atacama","Empresa dedicada a la uva de exportacion, cuenta con cuatro predios en la zona y un gran equipo de trabajo formado, esta ubicada en el valle de copiapo, otorga alojamiento y alimentacion, ya que cuenta con instalaciones adecuadas para los trabajadores."
Comercializadora frutos del Pais y Productos Agricolas Ltda,Agricultura / Pesca / Ganaderia,"Isla de Maipo, R.Metropolitana","Empresa en pleno crecimeinto, Comercializadora de Frutos del Pais y Productos Agricolas, ubicada en la Comuna de Isla de Maipo, cuenta con trabajores en sus campos y en su planta productiva."
cristian molina,Agricultura / Pesca / Ganaderia,"Santiago - Huechuraba, R.Metropolitana",Exportadora de Frutas frescas mas de 25 anos de trayectoria en el mecado. grupo compuesto por agricolas y packing y frigorifico mas de 30 empelados de planta
FORESTAL Y AGRICOLA SANTA ROSA DE COLMO,Agricultura / Pesca / Ganaderia,"Quillota, Valparaiso","LA EMPRESA FORESTAL Y AGRICOLA SANTA ROSA DE COLMO ES UNA EMPRESA AGRICOLA, DEDICADA A LA COSECHA DE LIMONES Y OLIVOS PARA SU VENTA Y PRODUCCION DE ACEITE DE OLIVA"
Centro Medico Veterinario Licancabur,Agricultura / Pesca / Ganaderia,"Antofagasta, Antofagasta","Mas de 15 anos de experiencia en la ciudad de Antofagasta, ofrecemos servicios medicos veterinarios de la mejor calidad y compromiso,contamos con todo el equipamiento medico para brindar servicios de salud del mas alto estandar de calidad contamos con profesionales altamente capacitados."
FRUTICOLA DOSAL LTDA,Agricultura / Pesca / Ganaderia,"Curico, Maule","AGRO-INDUSTRIA PROCESADORA DE FRUTAS FRESCAS, INFRAESTRUCTURA DE PACKING CON DOS LINEAS DE SELECCION Y EMBALAJE DE MANZANAS E INFRAESTRUCTURA DE PACKING CON UNA LINEA DE CEREZAS."
Hacienda Chada S.A.,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana","Empresa del rubro agricola destinada al cultivo de fruta para produccion de fruta de exportacion, empresa parte del holding de la Exportadora Rio King."
Terminal Pesquero S.A,Agricultura / Pesca / Ganaderia,"Santiago - Lo Espejo, R.Metropolitana","El Terminal Pesquero Metropolitano, mas conocido como Terminal Pesquero de Santiago, es un mercado ubicado en la comuna de Lo Espejo, en el surponiente de la ciudad de Santiago. Es considerado el recinto comercializador de productos del mar mas grande de Chile,1 con un movimiento de 4 000 000 de kilos al mes, lo que equivale al 80% de la produccion maritima del pais.2"
Caladero Austral,Agricultura / Pesca / Ganaderia,"Santiago - Cerrillos, R.Metropolitana","Empresa con mas 15 anos dedicada la proceso y distribucion de productos del mar, pescados y mariscos, con presencia y clientes en toda la region metropolitana de Chile"
Ganadera Futrono,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Riegoval,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Faenadora y frigorifico cordillera,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Cultivos Marinos,Agricultura / Pesca / Ganaderia,"Ancud, Los Lagos",---
Agricola Sumaya Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Frigorifico la hiedra,Agricultura / Pesca / Ganaderia,Biobio,---
Agrocomercial y Servicios Lomalinda Ltda,Agricultura / Pesca / Ganaderia,"Limache, Valparaiso",---
Jardines Bellos,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Tecnofrut Ltda,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Tuniche Fruits Ltda.,Agricultura / Pesca / Ganaderia,"Graneros, Libertador B. O Higgins",---
Total Clean Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Tomaval S.A,Agricultura / Pesca / Ganaderia,"Quillota, Valparaiso",---
Hidrocultivos Chile,Agricultura / Pesca / Ganaderia,"Lampa, R.Metropolitana",---
Exportadora Huertos del valle S.A.,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana",---
Ricos Pollos,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Clean General Limitada,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Incomaq S A,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Ecsa Comercial Limitada,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
WeltGrund Chile limtada,Agricultura / Pesca / Ganaderia,Araucania,---
Comercial Saso Ltda.,Agricultura / Pesca / Ganaderia,"Paine, R.Metropolitana",---
Gabriel Jordan,Agricultura / Pesca / Ganaderia,"Talca, Maule",---
Agronaser Ltda,Agricultura / Pesca / Ganaderia,"Talca, Maule",---
Gesvet Limitada,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Corthorn Quality Chile S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
San Frutuoso,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Productos Martesanos Limitada,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana",---
Agricola J.C. Wenke H.,Agricultura / Pesca / Ganaderia,"La Ligua, Valparaiso",---
Mantencion Industrial,Agricultura / Pesca / Ganaderia,"Donihue, Libertador B. O Higgins",---
Sociedad Agricola Copequen Ltda.,Agricultura / Pesca / Ganaderia,"Vicuna, Coquimbo",---
Comercial Agro Fresh s.a.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola La Hijuela Ltda.,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Agricola Purissima Ltda,Agricultura / Pesca / Ganaderia,Maule,---
Nutriservice S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Nelly Ruth Riffo Aguayo,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Convallis,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Fruit All S.A.,Agricultura / Pesca / Ganaderia,"Buin, R.Metropolitana",---
Agronaser Ltda,Agricultura / Pesca / Ganaderia,"Talca, Maule",---
Gesvet Limitada,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Corthorn Quality Chile S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
San Frutuoso,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Productos Martesanos Limitada,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana",---
Agricola J.C. Wenke H.,Agricultura / Pesca / Ganaderia,"La Ligua, Valparaiso",---
Mantencion Industrial,Agricultura / Pesca / Ganaderia,"Donihue, Libertador B. O Higgins",---
Sociedad Agricola Copequen Ltda.,Agricultura / Pesca / Ganaderia,"Vicuna, Coquimbo",---
Comercial Agro Fresh s.a.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola La Hijuela Ltda.,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Agricola Purissima Ltda,Agricultura / Pesca / Ganaderia,Maule,---
Nutriservice S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Nelly Ruth Riffo Aguayo,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Convallis,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Fruit All S.A.,Agricultura / Pesca / Ganaderia,"Buin, R.Metropolitana",---
Promociones Cantabria,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Andina Exportadora S.A.,Agricultura / Pesca / Ganaderia,"Talagante, R.Metropolitana",---
Erco Ltda..,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Exportadora Golden Fruits Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Exser,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
La Rinconada SA,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
EMME Producciones,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Bramell Ltda.,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
biofresco Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Sociedad Agricola y Forestal La Montana Ltda,Agricultura / Pesca / Ganaderia,Maule,---
Carnes Ljubetic,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Delipack S.A,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Danisco Chile S.A.,Agricultura / Pesca / Ganaderia,Los Lagos,---
A.C. Baldrich - Chile Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
COm. y Serv. Cruz del Sur,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Fundo San Francisco,Agricultura / Pesca / Ganaderia,"Curico, Maule",---
ManaFood Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Mapsa,Agricultura / Pesca / Ganaderia,Los Lagos,---
Frigorifico y Matadero Lo Blanco,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Dimagri,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Erviagro,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Agricola Ramadilla Ltda,Agricultura / Pesca / Ganaderia,Coquimbo,---
Citripal ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola Genetico Porcina Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Quality Plus Chile S.A,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Soc. Agricola Alborada,Agricultura / Pesca / Ganaderia,Maule,---
Julian Harrison Sepulveda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Atlas- Ex.,Agricultura / Pesca / Ganaderia,Maule,---
Abalones Chile S.A.,Agricultura / Pesca / Ganaderia,"Coquimbo, Coquimbo",---
Vasangel S.A Chile y Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Copiapo, Atacama",---
Alejandro Disi Parga,Agricultura / Pesca / Ganaderia,"San Javier, Maule",---
Chiquita Chile Ltda.,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Juan Carlos Vega,Agricultura / Pesca / Ganaderia,"Quinta de Tilcoco, Libertador B. O Higgins",---
Agricola Olivares,Agricultura / Pesca / Ganaderia,"Santiago - Recoleta, R.Metropolitana",---
Agro Sevilla Chile Ltda.,Agricultura / Pesca / Ganaderia,Atacama,---
Cultimarine SAC,Agricultura / Pesca / Ganaderia,Extranjero,---
Agricolas las higeras S.A,Agricultura / Pesca / Ganaderia,"Talca, Maule",---
Carnes Sur,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola El remanso,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Faenadora el Milagro,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Irritech,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Sun Harvest SA,Agricultura / Pesca / Ganaderia,Biobio,---
Subsole S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Seafarm,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Seeland Chile S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Servicios Agricolas Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Coloma ltda..,Agricultura / Pesca / Ganaderia,Biobio,---
Savia Grapes S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola San Andres,Agricultura / Pesca / Ganaderia,"Quillota, Valparaiso",---
San Gabriel,Agricultura / Pesca / Ganaderia,"Caldera, Atacama",---
Agronutricion S.A,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Sofacar Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
South Pacific Abalone,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Viveros Don Bosco,Agricultura / Pesca / Ganaderia,"Santa Cruz, Libertador B. O Higgins",---
Prodea SA,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Comercial Moliagro Ltda,Agricultura / Pesca / Ganaderia,"Hijuelas, Valparaiso",---
KWS Chile,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Agricola El Remanso Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Fundo el Maiten,Agricultura / Pesca / Ganaderia,"Padre Hurtado, R.Metropolitana",---
Fish Market,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Fromas S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Semillas Panamerican Chile Limitada,Agricultura / Pesca / Ganaderia,"Pichidegua, Libertador B. O Higgins",---
Puerto pacifico,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Administradora Agricola Santa Elena Ltda.,Agricultura / Pesca / Ganaderia,Libertador B. O Higgins,---
Mares Chile,Agricultura / Pesca / Ganaderia,Magallanes y Antartica Chilena,---
Ponce Sanhueza Compania Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Patagua,Agricultura / Pesca / Ganaderia,"Curacavi, R.Metropolitana",---
Patagonian Fisheries Corp,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Polcura S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Vina Portal del Alto S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Victor Barahona Gonzalez,Agricultura / Pesca / Ganaderia,"Freire, Araucania",---
Agricola Valle Dorado,Agricultura / Pesca / Ganaderia,Atacama,---
Sociedad Agricola La Hornilla Ltda.,Agricultura / Pesca / Ganaderia,"Buin, R.Metropolitana",---
Prodinsur sa,Agricultura / Pesca / Ganaderia,"Temuco, Araucania",---
Frutera Aguas Blancas Ltda.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Foodinvest Chile S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agroquimicos S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Bodega Arenal,Agricultura / Pesca / Ganaderia,"Vicuna, Coquimbo",---
Desarrollo Integral,Agricultura / Pesca / Ganaderia,Atacama,---
Agricola Paicavi,Agricultura / Pesca / Ganaderia,"Graneros, Libertador B. O Higgins",---
Agra.Com International S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Agricola Agroterra Ltda,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Marel Chile S.A.,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Seafood Resources Chile,Agricultura / Pesca / Ganaderia,R.Metropolitana,---
Rio Teno S.A,Agricultura / Pesca / Ganaderia,"Teno, Maule",---
Alimentos Rio Blanco s.A.,Agricultura / Pesca / Ganaderia,"Chiguayante, Biobio",---
Vivero Rancagua,Agricultura / Pesca / Ganaderia,"Rancagua, Libertador B. O Higgins",---
Dia de Campo Ltda.,Agricultura / Pesca / Ganaderia,"San Bernardo, R.Metropolitana",---
Laboratorio Agroenologico UCM ltda.,Agricultura / Pesca / Ganaderia,"Molina, Maule","Posee un completo equipamiento y un selecto grupo de profesionales, lo que le permite ofrecer una amplia gama de servicios de impulso y soporte para el desarrollo de la industria vitivinicola regional y nacional, asimismo permiten entregar un servicio rapido, exacto, eficiente, seguro y confiable, de resultados analiticos y de envio de documentacion."
Claudio Sepulveda,Agricultura / Pesca / Ganaderia,"Santiago - San Ramon, R.Metropolitana",Empresa Ligada al servicio de aplicacion de pesticidas
BIOEFUSAN,Agricultura / Pesca / Ganaderia,"Santiago - Macul, R.Metropolitana","EMPRESA DE CONTROL DE PLAGAS Y ASEO INDUSTRIAL, OFRECE AMBOS SERVICIOS Y SE TRABAJA EN SISTEMA DE TURNOS ROTATIVOS."
Compragro,Agricultura / Pesca / Ganaderia,"Santiago Centro, R.Metropolitana",Empresa tecnologica para el sector agricola. Marketplace de agroinsumos.
